alley_id,alley_name,section_id,pid,from_street,to_street,surface,width_ft,slab_length_ft,slab_width_ft,construction_date,construction_year,general_condition,pci_2022_2023,pci_2024,pci_change,pci_2024_band,scheduled_build_year,in_2026_cip,length_ft,object_id,centroid_latitude,centroid_longitude
661,ALLEY 661,00,ALLEYS::661::00,Lexington St,Harvard St,AC,16,0,0,1976-06-01,1976,,54,54,0,40-59,,N,666.4,373,41.8697155,-87.7945643
666,ALLEY 666,00,ALLEYS::666::00,Lexington St,Harvard St,PCC,22,12,6,2010-06-01,2010,,96,96,0,80-100,,N,665.9,374,41.8696919,-87.7958708
660-N,ALLEY 660-N,00,ALLEYS::660-N::00,Garfield St,Alley 660 W,PCC,12,12,4,2006-06-01,2006,,92,92,0,80-100,,N,176.1,375,41.8718365,-87.7945309
668,ALLEY 668,00,ALLEYS::668::00,Garfield St,Lexington St,PP,14,0,0,2022-05-01,2022,GOOD,,100,,80-100,,N,626.2,376,41.871631,-87.7972336
669,ALLEY 669,00,ALLEYS::669::00,Lexington St,Harvard St,PCC,16,33,16,1925-06-01,1925,,17,37,20,0-39,,N,666.1,377,41.8696695,-87.7971789
668-N,ALLEY 668-N,00,ALLEYS::668-N::00,West End,S Kenilworth Ave,PCC,12,12,8,2022-05-01,2022,,100,100,0,80-100,,N,246.2,378,41.871813,-87.7971447
576,ALLEY 576,00,ALLEYS::576::00,Jackson Blvd,Harrison St,AC,20,0,0,1980-06-01,1980,,22,22,0,0-39,2026,N,762.8,379,41.8744073,-87.7979191
577,ALLEY 577,00,ALLEYS::577::00,Adams St,Jackson Blvd,AC,16,0,0,1979-06-01,1979,,26,27,1,0-39,2029,N,515.8,380,41.8761611,-87.7979848
574,ALLEY 574,00,ALLEYS::574::00,Adams St,Jackson Blvd,PCC,16,33,16,1926-06-01,1926,,16,29,13,0-39,,N,515.5,381,41.8761859,-87.7965485
566,ALLEY 566,00,ALLEYS::566::00,Van Buren St,Harrison St,PCC,15,33,15,1924-06-01,1924,,12,100,88,80-100,,N,376.6,382,41.8733935,-87.794637
565,ALLEY 565,00,ALLEYS::565::00,Jackson Blvd,Van Buren St,PCC,15,10,6,2022-05-01,2022,,100,100,0,80-100,,N,664.6,383,41.8751899,-87.7947065
560,ALLEY 560,00,ALLEYS::560::00,Jackson Blvd,Van Buren St,PCC,16,33,10,1923-06-01,1923,,16,33,17,0-39,,N,665.0,384,41.875211,-87.7934864
559,ALLEY 559,00,ALLEYS::559::00,Van Buren St,Harrison St,PCC,16,12,10,2012-06-01,2012,,93,93,0,80-100,,N,572.4,385,41.8735139,-87.7934233
558-S,ALLEY 558-S,00,ALLEYS::558-S::00,S Euclid Ave,Alley 558,PCC,16,15,10,1900-01-01,1900,,81,81,0,80-100,,N,168.0,386,41.8729726,-87.7924843
558,ALLEY 558,00,ALLEYS::558::00,Van Buren St,South End,PCC,16,15,8,1900-01-01,1900,,94,94,0,80-100,,N,515.0,387,41.8734027,-87.7921933
551-S,ALLEY 551-S,00,ALLEYS::551-S::00,Wesley Ave,Clarence Ave,PCC,15,12,8,2018-06-01,2018,,96,96,0,80-100,,N,330.5,388,41.8729709,-87.7909595
551,ALLEY 551,00,ALLEYS::551::00,Van Buren St,Alley 551 S,PCC,16,12,8,2018-06-01,2018,,88,88,0,80-100,,N,499.3,389,41.8736557,-87.7909857
552,ALLEY 552,00,ALLEYS::552::00,Jackson Blvd,Van Buren St,AC,16,0,0,1973-06-01,1973,,39,39,0,0-39,,N,666.0,390,41.875254,-87.7910401
557,ALLEY 557,00,ALLEYS::557::00,Jackson Blvd,Van Buren St,PCC,16,33,16,1924-06-01,1924,,15,36,21,0-39,,N,665.8,391,41.8752339,-87.7922623
549,ALLEY 549,00,ALLEYS::549::00,Jackson Blvd,Van Buren St,AC,16,0,0,1975-06-01,1975,,31,32,1,0-39,2026,N,665.6,392,41.8752744,-87.7898182
544,ALLEY 544,00,ALLEYS::544::00,Jackson Blvd,Van Buren St,PCC,15,15,8,2018-06-01,2018,,97,98,1,80-100,,N,665.0,393,41.8752974,-87.7885942
543,ALLEY 543,00,ALLEYS::543::00,Van Buren St,Alley 543 S,PCC,15,12,6,2010-06-01,2010,,94,94,0,80-100,,N,498.0,394,41.8737022,-87.7885397
542,ALLEY 542,00,ALLEYS::542::00,Van Buren St,Alley 542 S,PCC,15,12,8,2016-06-01,2016,,90,90,0,80-100,,N,499.8,395,41.873721,-87.787316
541,ALLEY 541,00,ALLEYS::541::00,Jackson Blvd,Van Buren St,PCC,15,12,8,2018-06-01,2018,,96,96,0,80-100,,N,665.3,396,41.8753192,-87.78737
536,ALLEY 536,00,ALLEYS::536::00,Jackson Blvd,Van Buren St,PCC,15,33,15,1971-06-01,1971,,14,30,16,0-39,2027,N,665.3,397,41.8753413,-87.7861452
535,ALLEY 535,00,ALLEYS::535::00,Van Buren St,Harrison St,PCC,16,33,16,1923-06-01,1923,,15,33,18,0-39,2029,N,665.9,398,41.8735155,-87.7860837
533,ALLEY 533,00,ALLEYS::533::00,Jackson Blvd,Van Buren St,PCC,14,12,6,2014-06-01,2014,,98,98,0,80-100,,N,665.1,399,41.875361,-87.7849199
542-S,ALLEY 542-S,00,ALLEYS::542-S::00,S Scoville Ave,Gunderson Ave,PCC,15,12,8,2016-06-01,2016,,95,95,0,80-100,,N,332.3,400,41.8730354,-87.7873012
543-S,ALLEY 543-S,00,ALLEYS::543-S::00,S East Ave,S Scoville Ave,PCC,15,12,6,2010-06-01,2010,,88,88,0,80-100,,N,333.6,401,41.873019,-87.788517
550-S,ALLEY 550-S,00,ALLEYS::550-S::00,Clarence Ave,S East Ave,PP,16,0,0,2014-06-01,2014,FAIR,,100,,80-100,,N,333.2,402,41.8729976,-87.7897411
550,ALLEY 550,00,ALLEYS::550::00,North End,Alley 550 S,PP,16,0,0,2014-06-01,2014,FAIR,,100,,80-100,,N,232.4,403,41.8733162,-87.7897529
528-S,ALLEY 528-S,00,ALLEYS::528-S::00,S Ridgeland Ave,S Cuyler Ave,PCC,16,15,6,2013-06-01,2013,,84,82,-2,80-100,,N,334.0,404,41.8730977,-87.7836163
528,ALLEY 528,00,ALLEYS::528::00,Van Buren St,Alley 528 S,PCC,16,15,6,2013-06-01,2013,,92,92,0,80-100,,N,499.1,405,41.8737823,-87.7836394
529,ALLEY 529,00,ALLEYS::529::00,Jackson Blvd,Van Buren St,PCC,16,12,8,2018-06-01,2018,,95,95,0,80-100,,N,665.3,406,41.8753795,-87.7836938
526,ALLEY 526,00,ALLEYS::526::00,North End,Van Buren St,PCC,16,12,8,1900-01-01,1900,,98,98,0,80-100,,N,306.2,407,41.8749058,-87.7824482
520,ALLEY 520,00,ALLEYS::520::00,Van Buren St,Harrison St,AC,14,0,0,1973-06-01,1973,,36,36,0,0-39,,N,665.6,408,41.8735915,-87.7811825
521,ALLEY 521,00,ALLEYS::521::00,Jackson Blvd,Van Buren St,AC,14,0,0,1974-06-01,1974,,30,30,0,0-39,2027,N,665.5,409,41.8754173,-87.7812462
518,ALLEY 518,00,ALLEYS::518::00,Jackson Blvd,Van Buren St,PCC,20,12,8,2018-06-01,2018,,91,91,0,80-100,,N,665.8,410,41.875436,-87.7800342
513,ALLEY 513,00,ALLEYS::513::00,Jackson Blvd,Van Buren St,PCC,16,12,8,1966-06-01,1966,,97,97,0,80-100,,N,666.8,411,41.8754562,-87.7787676
509,ALLEY 509,00,ALLEYS::509::00,Adams St,Jackson Blvd,PCC,16,15,8,2017-06-01,2017,,96,96,0,80-100,,N,655.1,412,41.877289,-87.7776173
510,ALLEY 510,00,ALLEYS::510::00,Jackson Blvd,Van Buren St,AC,16,0,0,1976-06-01,1976,,50,50,0,40-59,,N,667.3,413,41.8754751,-87.7775528
514,ALLEY 514,00,ALLEYS::514::00,Adams St,Jackson Blvd,PCC,16,18,8,2017-06-01,2017,,92,92,0,80-100,,N,655.4,414,41.8772699,-87.77883
506,ALLEY 506,00,ALLEYS::506::00,Adams St,Jackson Blvd,PCC,15,12,8,2015-06-01,2015,,95,95,0,80-100,,N,655.1,415,41.8773075,-87.7764163
505,ALLEY 505,00,ALLEYS::505::00,Jackson Blvd,Van Buren St,AC,15,0,0,1977-06-01,1977,,48,48,0,40-59,,N,667.6,416,41.8754933,-87.776343
502,ALLEY 502,00,ALLEYS::502::00,Jackson Blvd,Van Buren St,PCC,18,12,6,2006-06-01,2006,,85,86,1,80-100,,N,668.2,417,41.8755134,-87.7751333
501,ALLEY 501,00,ALLEYS::501::00,Adams St,Jackson Blvd,PCC,18,10,6,2003-06-01,2003,,89,89,0,80-100,,N,655.2,418,41.8773287,-87.7751967
517,ALLEY 517,00,ALLEYS::517::00,Adams St,Jackson Blvd,PCC,16,16,6,2012-06-01,2012,,87,87,0,80-100,,N,655.8,419,41.8772487,-87.7800964
522,ALLEY 522,00,ALLEYS::522::00,Adams St,Jackson Blvd,PCC,14,33,10,1900-01-01,1900,,9,27,18,0-39,,N,654.9,420,41.8772285,-87.7813097
525,ALLEY 525,00,ALLEYS::525::00,Adams St,Jackson Blvd,PCC,16,33,16,1922-06-01,1922,,10,26,16,0-39,2025,N,654.2,421,41.8772088,-87.7825281
516-N,ALLEY 516-N,00,ALLEYS::516-N::00,S Harvey Ave,S Lombard Ave,PCC,14,33,14,1900-01-01,1900,,15,29,14,0-39,2029,N,337.3,422,41.8795049,-87.7801636
516,ALLEY 516,00,ALLEYS::516::00,Alley 516 N,Adams St,PCC,16,33,10,1924-06-01,1924,,13,36,23,0-39,2029,N,494.4,423,41.8788264,-87.7801497
508,ALLEY 508,00,ALLEYS::508::00,Madison St,Adams St,PCC,20,33,20,1900-01-01,1900,,18,34,16,0-39,,N,609.9,424,41.879071,-87.7776808
507,ALLEY 507,00,ALLEYS::507::00,Madison St,Adams St,PCC,14,15,5,2014-06-01,2014,,93,93,0,80-100,,N,677.9,425,41.8791359,-87.7764796
500-N,ALLEY 500-N,00,ALLEYS::500-N::00,S Humphrey Ave,S Austin Blvd,AC,16,0,0,1977-06-01,1977,,49,49,0,40-59,,N,339.0,426,41.879555,-87.7752661
500,ALLEY 500,00,ALLEYS::500::00,Alley 500 N,Adams St,PCC,18,10,6,2003-06-01,2003,,81,82,1,80-100,,N,483.9,427,41.878891,-87.7752573
530-N,ALLEY 530-N,00,ALLEYS::530-N::00,S Ridgeland Ave,S Cuyler Ave,AC,14,0,0,1975-06-01,1975,,45,100,55,80-100,,N,333.8,428,41.8794441,-87.7838308
530,ALLEY 530,00,ALLEYS::530::00,Alley 530 N,Adams St,AC,16,0,0,1975-06-01,1975,,5,100,95,80-100,,N,493.6,429,41.8787671,-87.7838091
524-N,ALLEY 524-N,00,ALLEYS::524-N::00,S Cuyler Ave,S Highland Ave,PCC,18,10,6,2006-06-01,2006,,92,92,0,80-100,,N,335.0,430,41.8794772,-87.7826037
524,ALLEY 524,00,ALLEYS::524::00,Alley 524 N,Adams St,PCC,18,10,6,2006-06-01,2006,,93,93,0,80-100,,N,499.7,431,41.8787917,-87.782581
531,ALLEY 531,05,ALLEYS::531::05,North End,Adams St,PCC,14,15,6,2013-06-01,2013,,98,98,0,80-100,,N,487.3,432,41.8787678,-87.7850371
538,ALLEY 538,05,ALLEYS::538::05,Madison St,Adams St,PCC,15,10,8,2010-06-01,2010,,95,95,0,80-100,,N,468.2,433,41.8787198,-87.786257
523,ALLEY 523,00,ALLEYS::523::00,Alley 523 N,Adams St,PCC,14,33,14,1922-06-01,1922,,13,33,20,0-39,,N,494.6,434,41.8788053,-87.781365
523-N,ALLEY 523-N,00,ALLEYS::523-N::00,S Highland Ave,Alley 523,PCC,14,33,14,1900-01-01,1900,,8,100,92,80-100,,N,163.2,435,41.8794784,-87.7816888
555-N,ALLEY 555-N,00,ALLEYS::555-N::00,S Euclid Ave,Wesley Ave,PCC,15,10,8,2022-05-01,2022,,100,100,0,80-100,,N,333.9,436,41.8792661,-87.7924076
555,ALLEY 555,00,ALLEYS::555::00,Alley 555 N,Adams St,PCC,16,33,16,1922-06-01,1922,,17,37,20,0-39,,N,471.8,437,41.8786186,-87.7923882
556,ALLEY 556,00,ALLEYS::556::00,Adams St,Jackson Blvd,PCC,16,33,16,1924-06-01,1924,,13,33,20,0-39,,N,665.1,438,41.8770594,-87.7923252
553,ALLEY 553,00,ALLEYS::553::00,Adams St,Jackson Blvd,PCC,18,15,6,2013-06-01,2013,,92,92,0,80-100,,N,665.3,439,41.8770801,-87.7911021
548,ALLEY 548,00,ALLEYS::548::00,Adams St,Jackson Blvd,AC,16,0,0,1980-06-01,1980,,38,38,0,0-39,,N,665.8,440,41.8771007,-87.7898795
547,ALLEY 547,00,ALLEYS::547::00,Alley 547 N,Adams St,PCC,16,33,16,1922-06-01,1922,,16,33,17,0-39,,N,473.3,441,41.8786631,-87.7899333
545,ALLEY 545,00,ALLEYS::545::00,Adams St,Jackson Blvd,PCC,15,15,8,2017-06-01,2017,,93,93,0,80-100,,N,665.6,442,41.8771225,-87.7886568
546,ALLEY 546,00,ALLEYS::546::00,Alley 546 N,Adams St,PCC,15,33,15,1925-06-01,1925,,16,33,17,0-39,2025,N,472.4,443,41.8786834,-87.7887096
540,ALLEY 540,00,ALLEYS::540::00,Adams St,Jackson Blvd,PCC,15,33,15,1924-06-01,1924,,19,35,16,0-39,,N,664.9,444,41.8771438,-87.7874321
539,ALLEY 539,00,ALLEYS::539::00,Alley 539 N,Adams St,PCC,15,33,15,1924-06-01,1924,,13,35,22,0-39,,N,472.6,445,41.8787039,-87.7874939
539-N,ALLEY 539-N,00,ALLEYS::539-N::00,S Scoville Ave,Gunderson Ave,PCC,15,33,15,1900-01-01,1900,,18,31,13,0-39,,N,329.5,446,41.8793521,-87.7875139
546-N,ALLEY 546-N,00,ALLEYS::546-N::00,S East Ave,S Scoville Ave,PCC,15,33,15,1900-01-01,1900,,17,33,16,0-39,2025,N,333.8,447,41.8793315,-87.7887314
547-N,ALLEY 547-N,00,ALLEYS::547-N::00,Clarence Ave,S East Ave,PCC,15,33,15,1900-01-01,1900,,8,22,14,0-39,,N,333.4,448,41.8793122,-87.7899558
554-N,ALLEY 554-N,00,ALLEYS::554-N::00,Wesley Ave,Clarence Ave,PP,16,0,0,2014-06-01,2014,FAIR,,100,,80-100,,N,332.6,449,41.8792906,-87.7911848
579,ALLEY 579,00,ALLEYS::579::00,Madison St,Monroe Ave,PCC,16,12,8,2015-06-01,2015,,99,99,0,80-100,,N,516.8,450,41.8789949,-87.7980838
573,ALLEY 573,00,ALLEYS::573::00,Monroe Ave,Adams St,AC,16,0,0,1971-06-01,1971,,20,20,0,0-39,,N,516.5,451,41.8776013,-87.796597
572,ALLEY 572,00,ALLEYS::572::00,Madison St,Monroe Ave,AC,16,0,0,1978-06-01,1978,,28,28,0,0-39,,N,517.6,452,41.8790197,-87.796647
571-W,ALLEY 571-W,00,ALLEYS::571-W::00,Carpenter Ave,East End,AC,18,0,0,1900-01-01,1900,,80,80,0,80-100,,N,97.3,453,41.8791895,-87.7960846
571-E,ALLEY 571-E,00,ALLEYS::571-E::00,West End,S Grove St,AC,18,0,0,1900-01-01,1900,,85,85,0,80-100,,N,128.0,454,41.8792659,-87.7956733
563-N,ALLEY 563-N,00,ALLEYS::563-N::00,S Grove St,S Oak Park Ave,PCC,15,10,10,1900-01-01,1900,,95,95,0,80-100,,N,326.3,455,41.8792815,-87.7948431
563,ALLEY 563,00,ALLEYS::563::00,Alley 563 N,Adams St,PCC,16,33,16,1923-06-01,1923,,11,21,10,0-39,,Y,493.3,456,41.8786052,-87.7948249
451,ALLEY 451,00,ALLEYS::451::00,Washington Blvd,Madison St,PCC,18,12,6,1923-06-01,1923,,88,88,0,80-100,,N,674.4,457,41.8806884,-87.7949418
562,ALLEY 562,00,ALLEYS::562::00,Alley 562 N,Adams St,PCC,16,33,16,1924-06-01,1924,,33,100,67,80-100,,N,473.8,458,41.8785995,-87.7936056
561,ALLEY 561,00,ALLEYS::561::00,Adams St,South End,PCC,16,15,8,2010-06-01,2010,,97,97,0,80-100,,N,383.3,459,41.8774239,-87.7935622
564,ALLEY 564,00,ALLEYS::564::00,Adams St,Jackson Blvd,PCC,16,33,16,1922-06-01,1922,,15,30,15,0-39,,N,666.0,460,41.877015,-87.7947688
562-N,ALLEY 562-N,00,ALLEYS::562-N::00,S Oak Park Ave,S Euclid Ave,PCC,16,33,16,1900-01-01,1900,,9,100,91,80-100,,N,333.5,461,41.8792493,-87.793628
453,ALLEY 453,00,ALLEYS::453::00,Randolph St,Washington Blvd,PCC,20,15,10,2012-06-01,2012,,91,91,0,80-100,,N,668.6,463,41.8824935,-87.7963379
450,ALLEY 450,00,ALLEYS::450::00,Randolph St,Washington Blvd,PP,16,0,0,2014-06-01,2014,FAIR,,100,,80-100,,N,666.3,464,41.8825273,-87.7950058
445,ALLEY 445,00,ALLEYS::445::00,Randolph St,Washington Blvd,AC,15,0,0,1971-06-01,1971,,40,40,0,40-59,,Y,630.0,465,41.8824467,-87.7935074
442,ALLEY 442,00,ALLEYS::442::00,Randolph St,Washington Blvd,PP,15,0,0,2014-06-01,2014,FAIR,,100,,80-100,,N,635.9,466,41.8824645,-87.79188
443,ALLEY 443,00,ALLEYS::443::00,Washington Blvd,Alley 443 S,PCC,16,15,6,2014-06-01,2014,,87,87,0,80-100,,N,462.6,467,41.8809577,-87.791827
443-S,ALLEY 443-S,00,ALLEYS::443-S::00,S Euclid Ave,Wesley Ave,PCC,15,12,5,2015-06-01,2015,,62,62,0,60-79,,N,442.5,468,41.8803081,-87.7917995
444-S,ALLEY 444-S,00,ALLEYS::444-S::00,S Oak Park Ave,S Euclid Ave,PCC,16,25,16,1900-01-01,1900,,31,38,7,0-39,,N,446.8,469,41.8803027,-87.7934515
444,ALLEY 444,00,ALLEYS::444::00,Alley 444 N,Alley 444 S,PCC,24,15,7,2009-06-01,2009,,86,86,0,80-100,,N,264.3,470,41.8806652,-87.7934664
444-N,ALLEY 444-N,00,ALLEYS::444-N::00,Alley 444,S Euclid Ave,PCC,20,12,6,2009-06-01,2009,,97,97,0,80-100,,N,261.7,471,41.8810329,-87.7931338
452-S,ALLEY 452-S,00,ALLEYS::452-S::00,S Kenilworth Ave,S Grove Ave,BR,16,0,0,2009-06-01,2009,FAIR,,100,,80-100,,N,360.6,472,41.8802384,-87.7962706
452,ALLEY 452,00,ALLEYS::452::00,Washington Blvd,Alley 452 S,AC,16,0,0,1974-06-01,1974,,4,4,0,0-39,,N,487.6,473,41.8809076,-87.7962815
459,ALLEY 459,00,ALLEYS::459::00,Washington Blvd,459 S,PCC,18,12,6,2002-06-01,2002,,93,93,0,80-100,,N,496.5,474,41.8808538,-87.7976944
459-S,ALLEY 459-S,00,ALLEYS::459-S::00,Clinton Ave,S Kenilworth Ave,PCC,18,10,6,2002-06-01,2002,,92,92,0,80-100,,N,402.6,475,41.8801728,-87.7976701
460,ALLEY 460,00,ALLEYS::460::00,Washington Blvd,Madison St,PCC,20,15,6,2009-06-01,2009,,86,86,0,80-100,,N,661.1,476,41.8805939,-87.7991667
471,ALLEY 471,00,ALLEYS::471::00,South Blvd,Pleasant St,PCC,18,12,9,1970-06-01,1970,,97,97,0,80-100,,N,468.7,477,41.8860784,-87.8033144
455,ALLEY 455,00,ALLEYS::455::00,South Blvd,Pleasant St,PP,15,0,0,2014-06-01,2014,FAIR,,100,,80-100,,N,620.4,478,41.8860004,-87.7964455
448,ALLEY 448,00,ALLEYS::448::00,South Blvd,Pleasant St,PCC,20,10,6,2002-06-01,2002,,89,89,0,80-100,,N,619.0,479,41.8860237,-87.7951113
449,ALLEY 449,00,ALLEYS::449::00,Pleasant St,Randolph St,PCC,18,15,6,2012-06-01,2012,,90,90,0,80-100,,N,631.8,480,41.8843079,-87.7950583
454,ALLEY 454,00,ALLEYS::454::00,Pleasant St,Randolph St,PCC,16,33,16,1925-06-01,1925,,23,31,8,0-39,,Y,633.8,481,41.8842799,-87.7963967
447,ALLEY 447,00,ALLEYS::447::00,Alley 447 N,Pleasant St,AC,15,0,0,1991-06-01,1991,,35,35,0,0-39,2026,N,457.6,482,41.8856865,-87.7936054
447-N,ALLEY 447-N,00,ALLEYS::447-N::00,S Oak Park Ave,S Euclid Ave,BR,19,0,0,2015-06-01,2015,FAIR,,100,,80-100,,N,449.5,483,41.8863143,-87.793628
440,ALLEY 440,00,ALLEYS::440::00,Alley 440 N,Pleasant St,PCC,15,33,15,1924-06-01,1924,,14,30,16,0-39,,N,458.2,484,41.8857121,-87.7919726
446,ALLEY 446,00,ALLEYS::446::00,Pleasant St,Randolph St,PCC,15,15,8,2017-06-01,2017,,85,85,0,80-100,,N,637.1,485,41.8841848,-87.7935591
441,ALLEY 441,00,ALLEYS::441::00,Pleasant St,Randolph St,PCC,15,12,8,1972-06-01,1972,,98,98,0,80-100,,N,636.6,486,41.8842101,-87.7919296
438,ALLEY 438,00,ALLEYS::438::00,Pleasant St,Randolph St,AC,15,0,0,1980-06-01,1980,,37,37,0,0-39,2026,Y,635.8,487,41.884238,-87.7902957
439,ALLEY 439,00,ALLEYS::439::00,Alley 439 N,Pleasant St,PCC,22,15,6,2011-06-01,2011,,97,97,0,80-100,,N,458.6,488,41.8857393,-87.7903439
439-N,ALLEY 439-N,00,ALLEYS::439-N::00,Wesley Ave,S East Ave,PCC,20,10,6,2004-06-01,2004,,89,89,0,80-100,,N,442.4,489,41.8863681,-87.7903634
440-N,ALLEY 440-N,00,ALLEYS::440-N::00,S Euclid Ave,Wesley Ave,PCC,15,10,8,2017-06-01,2017,,95,95,0,80-100,,N,443.6,490,41.8863411,-87.7919898
432-N,ALLEY 432-N,00,ALLEYS::432-N::00,S East Ave,S Scoville Ave,AC,15,0,0,1976-06-01,1976,,20,20,0,0-39,2029,N,446.7,491,41.886395,-87.7887311
432,ALLEY 432,00,ALLEYS::432::00,Alley 432 N,Pleasant St,AC,15,0,0,1976-06-01,1976,,22,22,0,0-39,2029,N,458.1,492,41.8857667,-87.7887062
431-N,ALLEY 431-N,00,ALLEYS::431-N::00,S Scoville Ave,Alley 431,PCC,12,12,5,2009-06-01,2009,,93,93,0,80-100,,N,223.3,493,41.8864162,-87.7875013
431,ALLEY 431,00,ALLEYS::431::00,Alley 431 N,Pleasant St,PCC,20,15,10,2009-06-01,2009,,93,93,0,80-100,,N,458.4,494,41.8857946,-87.7870684
424,ALLEY 424,00,ALLEYS::424::00,Alley 424 N,Pleasant St,PCC,15,33,15,1925-06-01,1925,,15,33,18,0-39,,N,458.1,495,41.8858236,-87.7854434
424-N,ALLEY 424-N,00,ALLEYS::424-N::00,S Elmwood Ave,S Ridgeland Ave,PCC,15,33,15,1900-01-01,1900,,14,30,16,0-39,,N,443.6,496,41.886452,-87.7854626
423,ALLEY 423,00,ALLEYS::423::00,Alley 423 N,Pleasant St,PCC,20,33,20,1925-06-01,1925,,16,33,17,0-39,,N,455.9,497,41.8858502,-87.7838231
423-N,ALLEY 423-N,00,ALLEYS::423-N::00,Alley 423,S Cuyler Ave,PCC,15,28,15,1900-01-01,1900,,27,44,17,40-59,,N,226.8,498,41.8864808,-87.7834285
422,ALLEY 422,00,ALLEYS::422::00,Pleasant St,Randolph St,PCC,20,33,20,1924-06-01,1924,,15,33,18,0-39,,N,632.9,499,41.8843566,-87.7837768
425,ALLEY 425,00,ALLEYS::425::00,Pleasant St,Randolph St,PCC,15,10,6,2022-05-01,2022,,100,100,0,80-100,,N,635.2,500,41.8841639,-87.7853949
430,ALLEY 430,00,ALLEYS::430::00,Pleasant St,Randolph St,PCC,20,15,6,2009-06-01,2009,,95,95,0,80-100,,N,635.0,501,41.8842946,-87.7870312
433,ALLEY 433,00,ALLEYS::433::00,Pleasant St,Randolph St,AC,15,0,0,1976-06-01,1976,,26,26,0,0-39,2025,N,635.5,502,41.8842665,-87.7886618
416-N,ALLEY 416-N,00,ALLEYS::416-N::00,S Cuyler Ave,S Harvey Ave,PCC,16,12,8,2015-06-01,2015,,97,97,0,80-100,,N,444.1,503,41.8864937,-87.7822014
416,ALLEY 416,00,ALLEYS::416::00,Alley 416 N,Pleasant St,PCC,16,12,10,2015-06-01,2015,,81,81,0,80-100,,N,452.3,504,41.8858731,-87.7821879
415,ALLEY 415,00,ALLEYS::415::00,Alley 415 N,Pleasant St,PCC,20,33,20,1927-06-01,1927,,16,34,18,0-39,,N,448.5,506,41.8858952,-87.7805538
408-W,ALLEY 408-W,00,ALLEYS::408-W::00,S Lombard Ave,Alley 408,AC,18,0,0,1900-01-01,1900,,30,30,0,0-39,,N,222.0,507,41.8857565,-87.7793254
408-N,ALLEY 408-N,00,ALLEYS::408-N::00,South Blvd,Alley 408 E,PCC,16,10,6,1900-01-01,1900,,96,96,0,80-100,,N,197.2,509,41.8868024,-87.7788686
408,ALLEY 408,00,ALLEYS::408::00,Alley 408 E,Pleasant St,AC,16,0,0,1976-06-01,1976,,48,48,0,40-59,,N,446.3,510,41.8858664,-87.7789206
407,ALLEY 407,00,ALLEYS::407::00,South Blvd,Pleasant St,PCC,20,33,20,1923-06-01,1923,,21,38,17,0-39,,N,608.0,511,41.8861676,-87.7773011
406,ALLEY 406,00,ALLEYS::406::00,Pleasant St,Randolph St,PCC,20,33,10,1924-06-01,1924,,16,29,13,0-39,,N,481.3,512,41.8846737,-87.7772444
409,ALLEY 409,00,ALLEYS::409::00,Pleasant St,Randolph St,PCC,20,12,10,2010-06-01,2010,,95,95,0,80-100,,N,477.4,513,41.8846516,-87.7788838
414,ALLEY 414,00,ALLEYS::414::00,Pleasant St,Randolph St,PCC,20,33,20,1927-06-01,1927,,13,33,20,0-39,,N,475.9,514,41.8846273,-87.7805145
417,ALLEY 417,00,ALLEYS::417::00,Pleasant St,Randolph St,AC,20,0,0,1978-06-01,1978,,34,34,0,0-39,,N,549.7,515,41.8844987,-87.7821427
400-N,ALLEY 400-N,00,ALLEYS::400-N::00,S Humphrey Ave,S Austin Blvd,AC,16,0,0,1900-01-01,1900,,81,81,0,80-100,,N,443.1,516,41.8865697,-87.775688
400,ALLEY 400,00,ALLEYS::400::00,North End,Pleasant St,PCC,20,33,20,1927-06-01,1927,,24,42,18,40-59,,N,335.6,517,41.8858159,-87.7756605
401,ALLEY 401,00,ALLEYS::401::00,Pleasant St,Randolph St,PCC,20,33,20,1926-06-01,1926,,13,33,20,0-39,,N,476.7,518,41.8847018,-87.7756229
307,ALLEY 307,00,ALLEYS::307::00,Erie St,Ontario St,PCC,20,32,20,1925-06-01,1925,,20,41,21,40-59,,N,495.5,520,41.8912269,-87.7774634
317,ALLEY 317,00,ALLEYS::317::00,Ontario St,Alley 317 S,AC,20,0,0,1924-06-01,1924,,27,27,0,0-39,,N,598.7,521,41.8895999,-87.780666
310,ALLEY 310,00,ALLEYS::310::00,Ontario St,Alley 310 S,PCC,20,33,20,1925-06-01,1925,,21,43,22,40-59,,N,624.8,522,41.8895869,-87.7790336
308,ALLEY 308,00,ALLEYS::308::00,Ontario St,Alley 308 S,PCC,20,15,10,2016-06-01,2016,,94,94,0,80-100,,N,651.3,523,41.8895752,-87.7774066
301,ALLEY 301,00,ALLEYS::301::00,Ontario St,Alley 301 S,PCC,18,12,10,1923-06-01,1923,,86,86,0,80-100,,N,676.8,524,41.8895647,-87.7757832
301-S,ALLEY 301-S,00,ALLEYS::301-S::00,N Humphrey Ave,N Austin Blvd,PCC,20,12,8,1900-01-01,1900,,87,87,0,80-100,,N,443.3,525,41.8886364,-87.7757531
308-S,ALLEY 308-S,00,ALLEYS::308-S::00,N Taylor Ave,N Humphrey Ave,PCC,20,12,10,2016-06-01,2016,,95,95,0,80-100,,N,442.9,526,41.8886818,-87.7773825
