pin,year,class,township_code,township_name,nbhd,mailed_bldg,mailed_land,mailed_tot,certified_bldg,certified_land,certified_tot,board_bldg,board_land,board_tot,building_sqft,land_sqft,year_built,units,beds,full_baths,half_baths,cards,residential_type,sqft_source,condo_building_sqft,condo_pct_ownership,condo_est_unit_sqft,is_parking_or_common,prop_address,prop_city,prop_zip,address_year
16073240331058,2025,299,27,Oak Park,27040,11423,955,12378,11423,955,12378,11423,955,12378,800,45520,1973,1,1,1,0,1,Condominium,condo_unit,59235,0.013982,828,0,430 HOME AVE 309S,OAK PARK,60302,2025
16073240331059,2025,299,27,Oak Park,27040,15893,1328,17221,15893,1328,17221,15893,1328,17221,,45520,1973,1,,,,1,Condominium,condo_unit,59235,0.019453,1152,0,430 HOME AVE 310S,OAK PARK,60302,2025
16073240360000,2025,295,27,Oak Park,27040,50539,1562,52101,50539,1562,52101,50539,1562,52101,2031,1041,2019,1,3,2,1,1,3 Story +,improvement,,,,,950 MADISON ST,OAK PARK,60302,2025
16073240370000,2025,295,27,Oak Park,27040,42731,1370,44101,42731,1370,44101,42731,1370,44101,1799,913,2021,1,3,2,2,1,3 Story +,improvement,,,,,948 MADISON ST,OAK PARK,60302,2025
16073240380000,2025,295,27,Oak Park,27040,53240,1860,55100,53240,1860,55100,53240,1860,55100,2031,1240,2021,1,4,3,1,1,3 Story +,improvement,,,,,946 MADISON ST,OAK PARK,60302,2025
16073240410000,2025,295,27,Oak Park,27040,50245,1856,52101,50245,1856,52101,50245,1856,52101,2031,1237,2021,1,3,2,1,1,3 Story +,improvement,,,,,450 HOME AVE,OAK PARK,60302,2025
16073240420000,2025,295,27,Oak Park,27040,42737,1364,44101,42737,1364,44101,42737,1364,44101,1799,909,2020,1,3,2,2,1,3 Story +,improvement,,,,,448 HOME AVE,OAK PARK,60302,2025
16073240430000,2025,295,27,Oak Park,27040,50545,1556,52101,50545,1556,52101,50545,1556,52101,2031,1037,2020,1,3,2,2,1,3 Story +,improvement,,,,,446 HOME AVE,OAK PARK,60302,2025
16073240440000,2025,100,27,Oak Park,27040,0,1,1,0,1,1,0,1,1,,,,,,,,,,,,,,,439 CLINTON AVE,OAK PARK,,2025
16073240450000,2025,100,27,Oak Park,27040,0,1,1,0,1,1,0,1,1,,,,,,,,,,,,,,,430 HOME AVE,OAK PARK,60302,2025
16073240460000,2025,295,27,Oak Park,27040,50533,1568,52101,50533,1568,52101,50533,1568,52101,2031,1045,2021,1,3,3,1,1,3 Story +,improvement,,,,,938 MADISON,OAK PARK,0,2025
16073240470000,2025,295,27,Oak Park,27040,42740,1361,44101,42740,1361,44101,42740,1361,44101,1799,907,2021,1,3,2,2,1,3 Story +,improvement,,,,,936 W MADISON ST,OAK PARK,0,2025
16073240480000,2025,295,27,Oak Park,27040,42732,1368,44100,42732,1368,44100,42732,1368,44100,1799,912,2021,1,3,2,2,1,3 Story +,improvement,,,,,934 MADISON,OAK PARK,0,2025
16073240490000,2025,295,27,Oak Park,27040,53230,1871,55101,53230,1871,55101,53230,1871,55101,2031,1247,2021,1,4,3,1,1,3 Story +,improvement,,,,,932 MADISON,OAK PARK,0,2025
16073240500000,2025,295,27,Oak Park,27040,50312,1788,52100,50312,1788,52100,50312,1788,52100,2031,1192,2020,1,3,3,1,1,3 Story +,improvement,,,,,944 MADISON,OAK PARK,0,2025
16073240510000,2025,295,27,Oak Park,27040,42792,1308,44100,42792,1308,44100,42792,1308,44100,1799,872,2020,1,3,2,2,1,3 Story +,improvement,,,,,942 MADISON,OAK PARK,0,2025
16073240520000,2025,295,27,Oak Park,27040,50582,1518,52100,50582,1518,52100,50582,1518,52100,2031,1012,2020,1,3,3,1,1,3 Story +,improvement,,,,,940 MADISON ST,OAK PARK,0,2025
16073240530000,2025,295,27,Oak Park,27040,50284,1817,52101,50284,1817,52101,50284,1817,52101,2031,1211,2021,1,3,3,1,1,3 Story +,improvement,,,,,958 MADISON,OAK PARK,60302,2025
16073240540000,2025,295,27,Oak Park,27040,42749,1352,44101,42749,1352,44101,42749,1352,44101,1799,901,2021,1,3,1,0,1,3 Story +,improvement,,,,,956 MADISON,OAK PARK,60302,2025
16073240550000,2025,295,27,Oak Park,27040,42741,1359,44100,42741,1359,44100,42741,1359,44100,1799,906,2021,1,3,1,0,1,3 Story +,improvement,,,,,954 MADISON,OAK PARK,60302,2025
16073240560000,2025,295,27,Oak Park,27040,53524,1577,55101,53524,1577,55101,50524,1577,52101,2031,1051,2021,1,4,1,0,1,3 Story +,improvement,,,,,952 MADISON ST,OAK PARK,60302,2025
16073240570000,2025,295,27,Oak Park,27040,50531,1569,52100,50531,1569,52100,50531,1569,52100,2031,1046,2021,1,3,1,0,1,3 Story +,improvement,,,,,444 HOME,OAK PARK,60302,2025
16073240580000,2025,295,27,Oak Park,27040,42741,1359,44100,42741,1359,44100,42741,1359,44100,1799,906,2021,1,3,1,0,1,3 Story +,improvement,,,,,442 HOME AVE,OAK PARK,60303,2025
16073240590000,2025,295,27,Oak Park,27040,42741,1359,44100,42741,1359,44100,42741,1359,44100,1799,906,2021,1,3,1,0,1,3 Story +,improvement,,,,,440 HOME,OAK PARK,60302,2025
16073240600000,2025,295,27,Oak Park,27040,50270,1830,52100,50270,1830,52100,50270,1830,52100,2031,1220,2021,1,3,1,0,1,3 Story +,improvement,,,,,438 HOME AVE,OAK PARK,60302,2025
16073250010000,2025,EX,27,Oak Park,27040,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,404 CLINTON AVE,OAK PARK,60302,2025
16073250020000,2025,211,27,Oak Park,27040,46000,12000,58000,46000,12000,58000,46000,12000,58000,3202,8000,1908,2,6,2,0,1,2 Story,improvement,,,,,410 CLINTON AVE,OAK PARK,60302,2025
16073250030000,2025,206,27,Oak Park,27040,58555,12000,70555,54702,12000,66702,54702,12000,66702,3056,8000,1906,1,4,1,1,1,2 Story,improvement,,,,,412 CLINTON AVE,OAK PARK,60302,2025
16073250040000,2025,205,27,Oak Park,27040,47373,12000,59373,47373,12000,59373,47373,12000,59373,2066,8000,1908,1,4,2,0,1,2 Story,improvement,,,,,420 CLINTON AVE,OAK PARK,60302,2025
16073250050000,2025,206,27,Oak Park,27040,52702,12000,64702,52702,12000,64702,52702,12000,64702,2518,8000,1909,1,4,2,0,1,2 Story,improvement,,,,,422 CLINTON AVE,OAK PARK,60302,2025
16073250060000,2025,206,27,Oak Park,27040,58860,12000,70860,58860,12000,70860,58860,12000,70860,2963,8000,1909,1,4,2,1,1,2 Story,improvement,,,,,426 CLINTON AVE,OAK PARK,60302,2025
16073250070000,2025,206,27,Oak Park,27040,68000,12000,80000,68000,12000,80000,68000,12000,80000,3310,8000,1908,1,5,2,1,1,2 Story,improvement,,,,,428 CLINTON AVE,OAK PARK,60302,2025
16073250080000,2025,314,27,Oak Park,27040,64079,12000,76079,64079,12000,76079,64079,12000,76079,,,,,,,,,,,,,,,432 CLINTON AVE,OAK PARK,60302,2025
16073250090000,2025,315,27,Oak Park,27040,128101,22871,150972,128101,22871,150972,128101,22871,150972,,,,,,,,,,,,,,,403 S KENILWORTH AVE,OAK PARK,60302,2025
16073250100000,2025,211,27,Oak Park,27040,54600,12075,66675,54600,12075,66675,42546,12075,54621,4200,8050,1962,6,6,6,0,1,2 Story,improvement,,,,,409 S KENILWORTH AVE,OAK PARK,60302,2025
16073250140000,2025,314,27,Oak Park,27040,54925,12075,67000,54925,12075,67000,54925,12075,67000,,,,,,,,,,,,,,,425 S KENILWORTH AVE,OAK PARK,60302,2025
16073250180000,2025,517,27,Oak Park,27040,149311,105600,254911,149311,105600,254911,125421,105600,231021,,,,,,,,,,,,,,,916 MADISON ST,OAK PARK,60302,2025
16073250190000,2025,517,27,Oak Park,27040,49770,39600,89370,49770,39600,89370,41807,39600,81407,,,,,,,,,,,,,,,914 MADISON ST,OAK PARK,60302,2025
16073250200000,2025,318,27,Oak Park,27040,288599,27423,316022,288599,27423,316022,288599,27423,316022,,,,,,,,,,,,,,,900 MADISON ST,OAK PARK,60302,2025
16073250210000,2025,590,27,Oak Park,27040,5316,44880,50196,5316,44880,50196,4466,44880,49346,,,,,,,,,,,,,,,930 MADISON ST,OAK PARK,60302,2025
16073250220000,2025,590,27,Oak Park,27040,1841,21120,22961,1841,21120,22961,1548,21120,22668,,,,,,,,,,,,,,,926 MADISON ST,OAK PARK,60302,2025
16073250231001,2025,299,27,Oak Park,27040,8270,1089,9359,8270,1089,9359,8270,1089,9359,675,8050,1969,1,1,1,0,1,Condominium,condo_unit,4844,0.090185,437,0,417 S KENILWORTH AVE 1,OAK PARK,60302,2025
16073250231002,2025,299,27,Oak Park,27040,8270,1089,9359,8270,1089,9359,8270,1089,9359,,8050,1969,1,,,,1,Condominium,condo_unit,4844,0.090185,437,0,417 S KENILWORTH AVE 2,OAK PARK,60302,2025
16073250231003,2025,299,27,Oak Park,27040,8270,1089,9359,8270,1089,9359,8270,1089,9359,,8050,1969,1,,,,1,Condominium,condo_unit,4844,0.090185,437,0,417 S KENILWORTH AVE 3,OAK PARK,60302,2025
16073250231004,2025,299,27,Oak Park,27040,10595,1395,11990,10595,1395,11990,10595,1395,11990,,8050,1969,1,,,,1,Condominium,condo_unit,4844,0.11554,560,0,417 S KENILWORTH AVE 4,OAK PARK,60302,2025
16073250231005,2025,299,27,Oak Park,27040,12255,1614,13869,12255,1614,13869,12255,1614,13869,,8050,1969,1,,,,1,Condominium,condo_unit,4844,0.1336425,647,0,417 S KENILWORTH AVE 5,OAK PARK,60302,2025
16073250231006,2025,299,27,Oak Park,27040,10595,1083,11678,10595,1083,11678,10595,1083,11678,,6250,1969,1,1,1,0,1,Condominium,condo_unit,4844,0.11554,560,0,417 S KENILWORTH AVE 6,OAK PARK,60302,2025
16073250231007,2025,299,27,Oak Park,27040,10595,1395,11990,10595,1395,11990,10595,1395,11990,,8050,1969,1,1,1,0,1,Condominium,condo_unit,4844,0.11554,560,0,417 S KENILWORTH AVE 7,OAK PARK,60302,2025
16073250231008,2025,299,27,Oak Park,27040,12255,1614,13869,12255,1614,13869,12255,1614,13869,1000,8050,1969,1,,,,1,Condominium,condo_unit,4844,0.1336425,647,0,417 S KENILWORTH AVE 8,OAK PARK,60302,2025
16073250231009,2025,299,27,Oak Park,27040,10595,1395,11990,10595,1395,11990,10595,1395,11990,800,8050,1969,1,1,1,0,1,Condominium,condo_unit,4844,0.11554,560,0,417 S KENILWORTH AVE 9,OAK PARK,60302,2025
16073250241001,2025,299,27,Oak Park,27040,23470,1932,25402,23470,1932,25402,23470,1932,25402,1400,8050,1923,1,2,1,0,1,Condominium,condo_unit,8541,0.16,1367,0,423 S KENILWORTH AVE 1S,OAK PARK,60302,2025
16073250241002,2025,299,27,Oak Park,27040,23470,1932,25402,23470,1932,25402,23470,1932,25402,1400,8050,1923,1,2,1,0,1,Condominium,condo_unit,8541,0.16,1367,0,423 S KENILWORTH AVE 2S,OAK PARK,60302,2025
16073250241003,2025,299,27,Oak Park,27040,23470,1932,25402,23470,1932,25402,23470,1932,25402,1400,8050,1923,1,2,1,0,1,Condominium,condo_unit,8541,0.16,1367,0,423 S KENILWORTH AVE 3S,OAK PARK,60302,2025
16073250241004,2025,299,27,Oak Park,27040,23470,1932,25402,23470,1932,25402,23470,1932,25402,,8050,1923,1,2,1,0,1,Condominium,condo_unit,8541,0.16,1367,0,421 S KENILWORTH AVE 1N,OAK PARK,60302,2025
16073250241005,2025,299,27,Oak Park,27040,23470,1932,25402,23470,1932,25402,23470,1932,25402,1455,8050,1923,1,2,1,0,1,Condominium,condo_unit,8541,0.16,1367,0,421 S KENILWORTH AVE 2N,OAK PARK,60302,2025
16073250241006,2025,299,27,Oak Park,27040,23470,1932,25402,23470,1932,25402,23470,1932,25402,,8050,1923,1,,,,1,Condominium,condo_unit,8541,0.16,1367,0,421 S KENILWORTH AVE 3N,OAK PARK,60302,2025
16073250241007,2025,299,27,Oak Park,27040,1467,121,1588,1467,121,1588,1467,121,1588,,8050,1923,1,,,,1,Condominium,condo_unit,8541,0.01,85,1,423 S KENILWORTH AVE P1,OAK PARK,60302,2025
16073250241008,2025,299,27,Oak Park,27040,1467,121,1588,1467,121,1588,1467,121,1588,,8050,1923,1,,,,1,Condominium,condo_unit,8541,0.01,85,1,421 S KENILWORTH AVE P2,OAK PARK,60302,2025
16073250241009,2025,299,27,Oak Park,27040,1467,121,1588,1467,121,1588,1467,121,1588,,8050,1923,1,,,,1,Condominium,condo_unit,8541,0.01,85,1,423 S KENILWORTH AVE P3,OAK PARK,60302,2025
16073250241010,2025,299,27,Oak Park,27040,1467,121,1588,1467,121,1588,1467,121,1588,,8050,1923,1,,,,1,Condominium,condo_unit,8541,0.01,85,1,421 S KENILWORTH AVE P4,OAK PARK,60302,2025
16073250251001,2025,299,27,Oak Park,27040,20823,3028,23851,20823,3028,23851,20823,3028,23851,1300,8050,2001,1,2,1,0,1,Condominium,condo_unit,4704,0.2508,1180,0,431 S KENILWORTH AVE 1N,OAK PARK,60302,2025
16073250251002,2025,299,27,Oak Park,27040,21470,3123,24593,21470,3123,24593,21470,3123,24593,1200,8050,2001,1,2,1,0,1,Condominium,condo_unit,4704,0.2586,1216,0,431 S KENILWORTH AVE 2N,OAK PARK,60302,2025
16073250251003,2025,299,27,Oak Park,27040,20366,2962,23328,20366,2962,23328,20366,2962,23328,1200,8050,2001,1,2,1,0,1,Condominium,condo_unit,4704,0.2453,1154,0,433 S KENILWORTH AVE 1,OAK PARK,60302,2025
16073250251004,2025,299,27,Oak Park,27040,20366,2962,23328,20366,2962,23328,20366,2962,23328,1200,8050,2001,1,2,1,0,1,Condominium,condo_unit,4704,0.2453,1154,0,433 S KENILWORTH AVE 2,OAK PARK,60302,2025
16073250260000,2025,295,27,Oak Park,27040,34854,2229,37083,34854,2229,37083,34854,2229,37083,2250,1486,2006,1,3,2,2,1,3 Story +,improvement,,,,,413 S KENILWORTH AVE 1,OAK PARK,60302,2025
16073250270000,2025,295,27,Oak Park,27040,34854,2229,37083,34854,2229,37083,34854,2229,37083,2250,1486,2006,1,3,2,2,1,3 Story +,improvement,,,,,413 S KENILWORTH AVE 2,OAK PARK,60302,2025
16073250280000,2025,295,27,Oak Park,27040,34484,2643,37127,34484,2643,37127,34484,2643,37127,2264,1762,2006,1,3,2,1,1,3 Story +,improvement,,,,,413 S KENILWORTH AVE 3,OAK PARK,60302,2025
16073250290000,2025,295,27,Oak Park,27040,34676,2429,37105,34676,2429,37105,34676,2429,37105,2250,1619,2006,1,3,2,2,1,3 Story +,improvement,,,,,413 S KENILWORTH AVE 4,OAK PARK,60302,2025
16073250300000,2025,295,27,Oak Park,27040,34676,2429,37105,34676,2429,37105,34676,2429,37105,2250,1619,2006,1,3,2,2,1,3 Story +,improvement,,,,,413 S KENILWORTH AVE 5,OAK PARK,60302,2025
16073250310000,2025,295,27,Oak Park,27040,38273,2231,40504,38273,2231,40504,38273,2231,40504,2250,1487,2008,1,3,2,2,1,3 Story +,improvement,,,,,429 S KENILWORTH AVE 1,OAK PARK,60302,2025
16073250320000,2025,295,27,Oak Park,27040,42770,2231,45001,42770,2231,45001,42770,2231,45001,2250,1487,2006,1,3,2,2,1,3 Story +,improvement,,,,,429 S KENILWORTH AVE 2,OAK PARK,60302,2025
16073250330000,2025,295,27,Oak Park,27040,42402,2598,45000,42402,2598,45000,42402,2598,45000,2264,1732,2006,1,3,2,1,1,3 Story +,improvement,,,,,429 S KENILWORTH AVE 3,OAK PARK,60302,2025
16073250340000,2025,295,27,Oak Park,27040,34670,2430,37100,34670,2430,37100,34670,2430,37100,2250,1620,2006,1,3,2,2,1,3 Story +,improvement,,,,,429 S KENILWORTH AVE 4,OAK PARK,60302,2025
16073250350000,2025,295,27,Oak Park,27040,34675,2430,37105,34675,2430,37105,34675,2430,37105,2250,1620,2006,1,3,2,2,1,3 Story +,improvement,,,,,429 S KENILWORTH AVE 5,OAK PARK,60302,2025
16073260010000,2025,315,27,Oak Park,27040,345772,42300,388072,345772,42300,388072,345772,42300,388072,,,,,,,,,,,,,,,853 WASHINGTON BLVD,OAK PARK,60302,2025
16073260020000,2025,211,27,Oak Park,27040,79425,10575,90000,79425,10575,90000,79425,10575,90000,8112,7050,1922,6,18,6,0,1,3 Story +,improvement,,,,,414 S KENILWORTH AVE,OAK PARK,60302,2025
16073260050000,2025,205,27,Oak Park,27040,38598,7403,46001,38598,7403,46001,38598,7403,46001,1747,4935,1913,1,4,1,1,1,2 Story,improvement,,,,,428 S KENILWORTH AVE,OAK PARK,60302,2025
16073260060000,2025,205,27,Oak Park,27040,37659,7403,45062,37659,7403,45062,37659,7403,45062,1718,4935,1913,1,3,1,1,1,2 Story,improvement,,,,,430 S KENILWORTH AVE,OAK PARK,60302,2025
16073260070000,2025,205,27,Oak Park,27040,41655,6345,48000,41655,6345,48000,41655,6345,48000,1696,4230,1887,1,4,1,1,1,2 Story,improvement,,,,,434 S KENILWORTH AVE,OAK PARK,60302,2025
16073260100000,2025,206,27,Oak Park,27040,63089,10575,73664,63089,10575,73664,52237,10575,62812,2933,7050,1909,1,4,3,0,1,2 Story,improvement,,,,,413 S GROVE AVE,OAK PARK,60302,2025
16073260110000,2025,211,27,Oak Park,27040,33712,10575,44287,33712,10575,44287,33712,10575,44287,2255,7050,1908,2,4,2,0,1,2 Story,improvement,,,,,417 S GROVE AVE,OAK PARK,60302,2025
16073260120000,2025,205,27,Oak Park,27040,49801,10575,60376,45817,10575,56392,45817,10575,56392,2080,7050,1913,1,4,2,0,1,2 Story,improvement,,,,,421 S GROVE AVE,OAK PARK,60302,2025
16073260130000,2025,206,27,Oak Park,27040,49594,10575,60169,49594,10575,60169,49594,10575,60169,2240,7050,1889,1,4,2,0,1,2 Story,improvement,,,,,425 S GROVE AVE,OAK PARK,60302,2025
16073260140000,2025,206,27,Oak Park,27040,59425,10575,70000,59425,10575,70000,59425,10575,70000,2310,7050,1888,1,4,2,1,1,2 Story,improvement,,,,,431 S GROVE AVE,OAK PARK,60302,2025
16073260150000,2025,211,27,Oak Park,27040,63616,10575,74191,63616,10575,74191,63616,10575,74191,5778,7050,1916,6,12,6,0,1,3 Story +,improvement,,,,,435 S GROVE AVE,OAK PARK,60302,2025
16073260170000,2025,212,27,Oak Park,27040,45852,5148,51000,45852,5148,51000,45852,5148,51000,4860,3432,1901,2,3,2,2,1,2 Story,improvement,,,,,850 MADISON ST,OAK PARK,60302,2025
16073260180000,2025,592,27,Oak Park,27040,94427,27456,121883,94427,27456,121883,94427,27456,121883,,,,,,,,,,,,,,,848 MADISON ST,OAK PARK,60302,2025
16073260190000,2025,517,27,Oak Park,27040,49511,27456,76967,49511,27456,76967,49511,27456,76967,,,,,,,,,,,,,,,846 MADISON ST,OAK PARK,60302,2025
16073260200000,2025,212,27,Oak Park,27040,51470,10296,61766,51470,10296,61766,51470,10296,61766,6307,6864,1933,2,1,1,1,1,1 Story,improvement,,,,,844 MADISON ST,OAK PARK,60302,2025
16073260210000,2025,212,27,Oak Park,27040,134280,10368,144648,134280,10368,144648,134280,10368,144648,6714,6912,2021,4,5,3,0,1,2 Story,improvement,,,,,838 MADISON ST,OAK PARK,60302,2025
16073260241001,2025,299,27,Oak Park,27040,20930,1617,22547,20930,1617,22547,20930,1617,22547,1500,21150,1966,1,3,2,0,1,Condominium,condo_unit,34423,0.050981,1755,0,401 S GROVE AVE 1AA,OAK PARK,60302,2025
16073260241002,2025,299,27,Oak Park,27040,16904,1306,18210,16904,1306,18210,16904,1306,18210,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.041176,1417,0,401 S GROVE AVE 1A,OAK PARK,60302,2025
16073260241003,2025,299,27,Oak Park,27040,17173,1327,18500,17173,1327,18500,17173,1327,18500,1300,21150,1966,1,2,2,0,1,Condominium,condo_unit,34423,0.04183,1440,0,401 S GROVE AVE 2A,OAK PARK,60302,2025
16073260241004,2025,299,27,Oak Park,27040,17441,1348,18789,17441,1348,18789,17441,1348,18789,,21150,1966,1,2,2,0,1,Condominium,condo_unit,34423,0.042484,1462,0,401 S GROVE AVE 3A,OAK PARK,60302,2025
16073260241005,2025,299,27,Oak Park,27040,14758,1141,15899,14758,1141,15899,14758,1141,15899,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.035948,1237,0,401 S GROVE AVE 1B,OAK PARK,60302,2025
16073260241006,2025,299,27,Oak Park,27040,15026,1161,16187,15026,1161,16187,15026,1161,16187,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.036601,1260,0,401 S GROVE AVE 2B,OAK PARK,60302,2025
16073260241007,2025,299,27,Oak Park,27040,15295,1182,16477,15295,1182,16477,15295,1182,16477,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.037255,1282,0,401 S GROVE AVE 3B,OAK PARK,60302,2025
16073260241008,2025,299,27,Oak Park,27040,16904,1306,18210,16904,1306,18210,16904,1306,18210,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.041176,1417,0,401 S GROVE AVE 1C,OAK PARK,60302,2025
16073260241009,2025,299,27,Oak Park,27040,17173,1327,18500,17173,1327,18500,17173,1327,18500,,21150,1966,1,2,2,0,1,Condominium,condo_unit,34423,0.04183,1440,0,401 S GROVE AVE 2C,OAK PARK,60302,2025
16073260241010,2025,299,27,Oak Park,27040,17441,1348,18789,17441,1348,18789,17441,1348,18789,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.042484,1462,0,401 S GROVE AVE 3C,OAK PARK,60302,2025
16073260241011,2025,299,27,Oak Park,27040,16904,1306,18210,16904,1306,18210,16904,1306,18210,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.041176,1417,0,401 S GROVE AVE 1D,OAK PARK,60302,2025
16073260241012,2025,299,27,Oak Park,27040,17173,1327,18500,17173,1327,18500,17173,1327,18500,,21150,1966,1,2,2,0,1,Condominium,condo_unit,34423,0.04183,1440,0,401 S GROVE AVE 2D,OAK PARK,60302,2025
16073260241013,2025,299,27,Oak Park,27040,17441,1348,18789,17441,1348,18789,17441,1348,18789,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.042484,1462,0,401 S GROVE AVE 3D,OAK PARK,60302,2025
16073260241014,2025,299,27,Oak Park,27040,16904,1306,18210,16904,1306,18210,16904,1306,18210,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.041176,1417,0,401 S GROVE AVE 1E,OAK PARK,60302,2025
16073260241015,2025,299,27,Oak Park,27040,17173,1327,18500,17173,1327,18500,17173,1327,18500,,21150,1966,1,2,2,0,1,Condominium,condo_unit,34423,0.04183,1440,0,401 S GROVE AVE 2E,OAK PARK,60302,2025
16073260241016,2025,299,27,Oak Park,27040,17441,1348,18789,17441,1348,18789,17441,1348,18789,1300,21150,1966,1,2,2,1,1,Condominium,condo_unit,34423,0.042484,1462,0,401 S GROVE AVE 3E,OAK PARK,60302,2025
16073260241017,2025,299,27,Oak Park,27040,13416,1037,14453,13416,1037,14453,13416,1037,14453,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.03268,1125,0,401 S GROVE AVE 1F,OAK PARK,60302,2025
16073260241018,2025,299,27,Oak Park,27040,13684,1058,14742,13684,1058,14742,13684,1058,14742,1000,21150,1966,1,1,1,0,1,Condominium,condo_unit,34423,0.033333,1147,0,401 S GROVE AVE 2F,OAK PARK,60302,2025
16073260241019,2025,299,27,Oak Park,27040,13953,1078,15031,13953,1078,15031,13953,1078,15031,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.033987,1170,0,401 S GROVE AVE 3F,OAK PARK,60302,2025
16073260241020,2025,299,27,Oak Park,27040,15563,1203,16766,15563,1203,16766,15563,1203,16766,1350,21150,1966,1,2,2,0,1,Condominium,condo_unit,34423,0.037909,1305,0,401 S GROVE AVE 1G,OAK PARK,60302,2025
16073260241021,2025,299,27,Oak Park,27040,15831,1223,17054,15831,1223,17054,15831,1223,17054,1324,21150,1966,1,2,2,0,1,Condominium,condo_unit,34423,0.038562,1327,0,401 S GROVE AVE 2G,OAK PARK,60302,2025
16073260241022,2025,299,27,Oak Park,27040,16100,1244,17344,16100,1244,17344,16100,1244,17344,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.039216,1350,0,401 S GROVE AVE 3G,OAK PARK,60302,2025
16073260241023,2025,299,27,Oak Park,27040,16368,1265,17633,16368,1265,17633,16368,1265,17633,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.039869,1372,0,401 S GROVE AVE 1H,OAK PARK,60302,2025
16073260241024,2025,299,27,Oak Park,27040,16636,1286,17922,16636,1286,17922,16636,1286,17922,900,21150,1966,1,2,2,0,1,Condominium,condo_unit,34423,0.040523,1395,0,401 S GROVE AVE 2H,OAK PARK,60302,2025
16073260241025,2025,299,27,Oak Park,27040,16904,1306,18210,16904,1306,18210,16904,1306,18210,,21150,1966,1,,,,1,Condominium,condo_unit,34423,0.041176,1417,0,401 S GROVE AVE 3H,OAK PARK,60302,2025
16073260251001,2025,299,27,Oak Park,27040,10350,1221,11571,10350,1221,11571,10350,1221,11571,950,14100,1965,1,2,1,0,1,Condominium,condo_unit,11640,0.05771,672,0,420 S KENILWORTH AVE 1,OAK PARK,60302,2025
16073260251002,2025,299,27,Oak Park,27040,7775,917,8692,7775,917,8692,7775,917,8692,650,14100,1965,1,1,1,0,1,Condominium,condo_unit,11640,0.04335,505,0,420 S KENILWORTH AVE 2,OAK PARK,60302,2025
16073260251003,2025,299,27,Oak Park,27040,7775,917,8692,7775,917,8692,7775,917,8692,700,14100,1965,1,1,1,0,1,Condominium,condo_unit,11640,0.04335,505,0,420 S KENILWORTH AVE 3,OAK PARK,60302,2025
16073260251004,2025,299,27,Oak Park,27040,10350,1221,11571,10350,1221,11571,10350,1221,11571,950,14100,1965,1,2,1,0,1,Condominium,condo_unit,11640,0.05771,672,0,420 S KENILWORTH AVE 4,OAK PARK,60302,2025
16073260251005,2025,299,27,Oak Park,27040,7775,917,8692,7775,917,8692,7775,917,8692,900,14100,1965,1,1,1,0,1,Condominium,condo_unit,11640,0.04335,505,0,420 S KENILWORTH AVE 5,OAK PARK,60302,2025
16073260251006,2025,299,27,Oak Park,27040,10350,1221,11571,10350,1221,11571,10350,1221,11571,,14100,1965,1,2,1,0,1,Condominium,condo_unit,11640,0.05771,672,0,420 S KENILWORTH AVE 6,OAK PARK,60302,2025
16073260251007,2025,299,27,Oak Park,27040,11256,1327,12583,11256,1327,12583,11256,1327,12583,,14100,1965,1,2,1,0,1,Condominium,condo_unit,11640,0.06276,731,0,420 S KENILWORTH AVE 7,OAK PARK,60302,2025
16073260251008,2025,299,27,Oak Park,27040,8374,988,9362,8374,988,9362,8374,988,9362,,14100,1965,1,,,,1,Condominium,condo_unit,11640,0.04669,543,0,420 S KENILWORTH AVE 8,OAK PARK,60302,2025
16073260251009,2025,299,27,Oak Park,27040,10955,1292,12247,10955,1292,12247,10955,1292,12247,900,14100,1965,1,2,1,0,1,Condominium,condo_unit,11640,0.06108,711,0,420 S KENILWORTH AVE 9,OAK PARK,60302,2025
16073260251010,2025,299,27,Oak Park,27040,11256,1327,12583,11256,1327,12583,11256,1327,12583,,14100,1965,1,,,,1,Condominium,condo_unit,11640,0.06276,731,0,420 S KENILWORTH AVE 10,OAK PARK,60302,2025
16073260251011,2025,299,27,Oak Park,27040,8374,988,9362,8374,988,9362,8374,988,9362,650,14100,1965,1,1,1,0,1,Condominium,condo_unit,11640,0.04669,543,0,420 S KENILWORTH AVE 11,OAK PARK,60302,2025
16073260251012,2025,299,27,Oak Park,27040,10955,1292,12247,10955,1292,12247,10955,1292,12247,,14100,1965,1,,,,1,Condominium,condo_unit,11640,0.06108,711,0,420 S KENILWORTH AVE 12,OAK PARK,60302,2025
