pin,year,class,township_code,township_name,nbhd,mailed_bldg,mailed_land,mailed_tot,certified_bldg,certified_land,certified_tot,board_bldg,board_land,board_tot,building_sqft,land_sqft,year_built,units,beds,full_baths,half_baths,cards,residential_type,sqft_source,condo_building_sqft,condo_pct_ownership,condo_est_unit_sqft,is_parking_or_common,prop_address,prop_city,prop_zip,address_year
16051050010000,2025,212,27,Oak Park,27030,26938,4063,31001,26938,4063,31001,26938,4063,31001,2245,3125,1964,2,3,2,1,1,1 Story,improvement,,,,,6051 NORTH AVE,OAK PARK,60302,2025
16051050070000,2025,391,27,Oak Park,27030,18201,4063,22264,18201,4063,22264,18201,4063,22264,,,,,,,,,,,,,,,6037 NORTH AVE,OAK PARK,60302,2025
16051050080000,2025,391,27,Oak Park,27030,33093,8125,41218,33093,8125,41218,33093,8125,41218,,,,,,,,,,,,,,,6033 NORTH AVE,OAK PARK,60302,2025
16051050090000,2025,391,27,Oak Park,27030,47985,8355,56340,47985,8355,56340,47985,8355,56340,,,,,,,,,,,,,,,6033 NORTH AVE,OAK PARK,60302,2025
16051050100000,2025,206,27,Oak Park,27030,33879,5821,39700,33879,5821,39700,33879,5821,39700,2277,4478,1925,1,5,2,0,1,2 Story,improvement,,,,,1230 N TAYLOR AVE,OAK PARK,60302,2025
16051050110000,2025,203,27,Oak Park,27030,26113,6055,32168,26113,6055,32168,26113,6055,32168,1482,4658,1925,1,3,2,0,1,1.5 Story,improvement,,,,,1228 N TAYLOR AVE,OAK PARK,60302,2025
16051050120000,2025,206,27,Oak Park,27030,41945,6055,48000,41945,6055,48000,41945,6055,48000,2283,4658,1923,1,4,1,1,1,2 Story,improvement,,,,,1226 N TAYLOR AVE,OAK PARK,60302,2025
16051050130000,2025,203,27,Oak Park,27030,24122,6055,30177,24122,6055,30177,24122,6055,30177,1140,4658,1925,1,3,2,0,1,1 Story,improvement,,,,,1224 N TAYLOR AVE,OAK PARK,60302,2025
16051050140000,2025,203,27,Oak Park,27030,29114,6055,35169,29114,6055,35169,29114,6055,35169,1506,4658,1923,1,4,2,0,1,1.5 Story,improvement,,,,,1220 N TAYLOR AVE,OAK PARK,60302,2025
16051050150000,2025,203,27,Oak Park,27030,31945,6055,38000,31945,6055,38000,31945,6055,38000,1591,4658,1924,1,4,1,1,1,1.5 Story,improvement,,,,,1218 N TAYLOR AVE,OAK PARK,60302,2025
16051050160000,2025,204,27,Oak Park,27030,35945,6055,42000,35945,6055,42000,35945,6055,42000,1890,4658,1924,1,5,1,1,1,1.5 Story,improvement,,,,,1216 N TAYLOR AVE,OAK PARK,60302,2025
16051050170000,2025,205,27,Oak Park,27030,38074,5923,43997,38074,5923,43997,38074,5923,43997,1426,4556,1924,1,3,2,0,1,2 Story,improvement,,,,,1212 N TAYLOR AVE,OAK PARK,60302,2025
16051050180000,2025,205,27,Oak Park,27030,32179,5821,38000,32179,5821,38000,32179,5821,38000,1644,4478,1924,1,3,1,1,1,2 Story,improvement,,,,,1233 N HUMPHREY AVE,OAK PARK,60302,2025
16051050190000,2025,203,27,Oak Park,27030,22945,6055,29000,22945,6055,29000,22945,6055,29000,1023,4658,1924,1,3,1,0,1,1 Story,improvement,,,,,1229 N HUMPHREY AVE,OAK PARK,60302,2025
16051050200000,2025,205,27,Oak Park,27030,32180,6055,38235,32180,6055,38235,32180,6055,38235,1552,4658,1924,1,3,1,0,1,2 Story,improvement,,,,,1227 N HUMPHREY AVE,OAK PARK,60302,2025
16051050210000,2025,203,27,Oak Park,27030,31462,6055,37517,31462,6055,37517,31462,6055,37517,1567,4658,1923,1,3,3,0,1,1.5 Story,improvement,,,,,1223 N HUMPHREY AVE 1,OAK PARK,60302,2025
16051050220000,2025,204,27,Oak Park,27030,35945,6055,42000,35945,6055,42000,31635,6055,37690,2037,4658,1923,1,3,2,1,1,1.5 Story,improvement,,,,,1221 N HUMPHREY AVE,OAK PARK,60302,2025
16051050230000,2025,206,27,Oak Park,27030,60945,6055,67000,60945,6055,67000,60945,6055,67000,2247,4658,1922,1,4,3,0,1,2 Story,improvement,,,,,1219 N HUMPHREY AVE,OAK PARK,60302,2025
16051050240000,2025,203,27,Oak Park,27030,24945,6055,31000,24945,6055,31000,24945,6055,31000,1100,4658,1920,1,2,1,0,1,1 Story,improvement,,,,,1215 N HUMPHREY AVE,OAK PARK,60302,2025
16051050250000,2025,203,27,Oak Park,27030,29077,5923,35000,29077,5923,35000,29077,5923,35000,1520,4556,1923,1,3,1,0,1,1 Story,improvement,,,,,1213 N HUMPHREY AVE,OAK PARK,60302,2025
16051050260000,2025,206,27,Oak Park,27030,40780,6373,47153,40780,6373,47153,40780,6373,47153,2300,4902,1927,1,4,1,2,1,2 Story,improvement,,,,,52 LE MOYNE PKY,OAK PARK,60302,2025
16051050270000,2025,203,27,Oak Park,27030,33965,5688,39653,33965,5688,39653,33965,5688,39653,1799,4375,1925,1,4,2,1,1,1.5 Story,improvement,,,,,48 LE MOYNE PKY,OAK PARK,60302,2025
16051050280000,2025,203,27,Oak Park,27030,28959,5688,34647,28959,5688,34647,28959,5688,34647,1498,4375,1924,1,3,1,1,1,1 Story,improvement,,,,,46 LE MOYNE PKY,OAK PARK,60302,2025
16051050290000,2025,204,27,Oak Park,27030,38313,5688,44001,38313,5688,44001,38313,5688,44001,2201,4375,1925,1,4,1,0,1,1.5 Story,improvement,,,,,42 LE MOYNE PKY,OAK PARK,60302,2025
16051050300000,2025,203,27,Oak Park,27030,29150,5688,34838,29150,5688,34838,29150,5688,34838,1539,4375,1922,1,3,2,0,1,1.5 Story,improvement,,,,,40 LE MOYNE PKY,OAK PARK,60302,2025
16051050310000,2025,204,27,Oak Park,27030,34313,5688,40001,34313,5688,40001,34313,5688,40001,1897,4375,1920,1,3,1,0,1,1.5 Story,improvement,,,,,38 LE MOYNE PKY,OAK PARK,60302,2025
16051050320000,2025,204,27,Oak Park,27030,36313,5688,42001,36313,5688,42001,36313,5688,42001,2081,4375,1926,1,4,2,0,1,1.5 Story,improvement,,,,,34 LE MOYNE PKY,OAK PARK,60302,2025
16051050330000,2025,204,27,Oak Park,27030,43500,6500,50000,43500,6500,50000,43500,6500,50000,2861,5000,1925,1,3,1,1,1,1.5 Story,improvement,,,,,30 LE MOYNE PKY,OAK PARK,60302,2025
16051050340000,2025,212,27,Oak Park,27030,32288,4713,37001,32288,4713,37001,32288,4713,37001,2900,3625,1957,4,4,3,1,1,2 Story,improvement,,,,,6043 NORTH AVE,OAK PARK,60302,2025
16051050350000,2025,517,27,Oak Park,27030,24100,21000,45100,24100,21000,45100,24100,21000,45100,,,,,,,,,,,,,,,6039 W NORTH AVE,OAK PARK,60302,2025
16051050370000,2025,517,27,Oak Park,27030,48984,50000,98984,48984,50000,98984,48984,50000,98984,,,,,,,,,,,,,,,6045 W NORTH AVE,OAK PARK,60302,2025
16051050380000,2025,212,27,Oak Park,27030,35483,4063,39546,35483,4063,39546,35483,4063,39546,4500,3125,1961,2,2,2,1,1,2 Story,improvement,,,,,6049 W NORTH AVE,OAK PARK,60302,2025
16051060110000,2025,205,27,Oak Park,27030,25984,5886,31870,25984,5886,31870,25984,5886,31870,1244,4528,1922,1,3,1,1,1,2 Story,improvement,,,,,1230 N HUMPHREY AVE,OAK PARK,60302,2025
16051060120000,2025,203,27,Oak Park,27030,33432,6055,39487,33432,6055,39487,33432,6055,39487,1592,4658,1922,1,4,2,1,1,1.5 Story,improvement,,,,,1228 N HUMPHREY AVE,OAK PARK,60302,2025
16051060130000,2025,203,27,Oak Park,27030,22945,6055,29000,22945,6055,29000,22945,6055,29000,1141,4658,1922,1,3,1,0,1,1 Story,improvement,,,,,1226 N HUMPHREY AVE,OAK PARK,60302,2025
16051060140000,2025,203,27,Oak Park,27030,27393,6055,33448,27393,6055,33448,27393,6055,33448,1417,4658,1922,1,3,1,0,1,1.5 Story,improvement,,,,,1224 N HUMPHREY AVE,OAK PARK,60302,2025
16051060150000,2025,203,27,Oak Park,27030,32945,6055,39000,32945,6055,39000,32945,6055,39000,1653,4658,1922,1,3,2,0,1,1.5 Story,improvement,,,,,1220 N HUMPHREY AVE,OAK PARK,60302,2025
16051060160000,2025,204,27,Oak Park,27030,34945,6055,41000,34945,6055,41000,34945,6055,41000,1815,4658,1922,1,3,2,0,1,1.5 Story,improvement,,,,,1218 N HUMPHREY AVE,OAK PARK,60302,2025
16051060170000,2025,204,27,Oak Park,27030,42097,6055,48152,42097,6055,48152,42097,6055,48152,2373,4658,1924,1,5,2,0,1,1.5 Story,improvement,,,,,1216 N HUMPHREY AVE,OAK PARK,60302,2025
16051060180000,2025,203,27,Oak Park,27030,33010,5990,39000,33010,5990,39000,33010,5990,39000,1740,4608,1922,1,4,2,0,1,1.5 Story,improvement,,,,,1214 N HUMPHREY AVE,OAK PARK,60302,2025
16051060190000,2025,315,27,Oak Park,27030,99224,11942,111166,99224,11942,111166,99224,11942,111166,,,,,,,,,,,,,,,1530 N AUSTIN BLVD,OAK PARK,60302,2025
16051060200000,2025,204,27,Oak Park,27030,39945,6055,46000,39945,6055,46000,39945,6055,46000,2075,4658,1925,1,5,2,1,1,1 Story,improvement,,,,,1526 N AUSTIN BLVD,OAK PARK,60302,2025
16051060210000,2025,241,27,Oak Park,27030,0,6055,6055,0,6055,6055,0,6055,6055,,,,,,,,,,,,,,,1524 N AUSTIN BLVD,OAK PARK,60302,2025
16051060220000,2025,211,27,Oak Park,27030,33172,6055,39227,33172,6055,39227,33172,6055,39227,3080,4658,1923,2,6,2,2,1,2 Story,improvement,,,,,1522 N AUSTIN BLVD 2,OAK PARK,60302,2025
16051060230000,2025,211,27,Oak Park,27030,38897,6055,44952,38897,6055,44952,35882,6055,41937,3366,4658,1922,2,6,3,1,1,2 Story,improvement,,,,,1520 N AUSTIN BLVD,OAK PARK,60302,2025
16051060240000,2025,205,27,Oak Park,27030,29748,6055,35803,29748,6055,35803,27940,6055,33995,1507,4658,1917,1,3,2,0,1,2 Story,improvement,,,,,1516 N AUSTIN BLVD,OAK PARK,60302,2025
16051060250000,2025,211,27,Oak Park,27030,33217,5990,39207,33217,5990,39207,33217,5990,39207,2950,4608,1923,2,5,2,0,1,2 Story,improvement,,,,,1514 N AUSTIN BLVD 1,OAK PARK,60302,2025
16051060260000,2025,203,27,Oak Park,27030,27626,6374,34000,27626,6374,34000,27626,6374,34000,1518,4903,1924,1,2,1,0,1,1 Story,improvement,,,,,24 LE MOYNE PKY,OAK PARK,60302,2025
16051060270000,2025,205,27,Oak Park,27030,34313,5688,40001,34313,5688,40001,34313,5688,40001,1809,4375,1926,1,4,1,2,1,2 Story,improvement,,,,,22 LE MOYNE PKY,OAK PARK,60302,2025
16051060280000,2025,203,27,Oak Park,27030,32625,11375,44000,32625,11375,44000,32625,11375,44000,1783,8750,1926,1,3,1,1,1,1.5 Story,improvement,,,,,12 LE MOYNE PKY,OAK PARK,60302,2025
16051060290000,2025,204,27,Oak Park,27030,38313,5688,44001,38313,5688,44001,38313,5688,44001,2144,4375,1925,1,2,1,0,1,1.5 Story,improvement,,,,,10 LE MOYNE PKY,OAK PARK,60302,2025
16051060300000,2025,206,27,Oak Park,27030,42313,5688,48001,42313,5688,48001,42313,5688,48001,2386,4375,1922,1,4,1,0,1,2 Story,improvement,,,,,8 LE MOYNE PKY,OAK PARK,60302,2025
16051060310000,2025,203,27,Oak Park,27030,31313,5688,37001,31313,5688,37001,31313,5688,37001,1213,4375,1923,1,3,2,0,1,1 Story,improvement,,,,,6 LE MOYNE PKY,OAK PARK,60302,2025
16051060330000,2025,528,27,Oak Park,27030,87346,289248,376594,87346,289248,376594,87346,289248,376594,,,,,,,,,,,,,,,6011 NORTH AVE,OAK PARK,60302,2025
16051060341001,2025,299,27,Oak Park,27030,5899,947,6846,5899,947,6846,5899,947,6846,1000,5000,1962,1,2,1,0,1,Condominium,condo_unit,5544,0.145627,807,0,2 LE MOYNE PKY 1N,OAK PARK,60302,2025
16051060341002,2025,299,27,Oak Park,27030,5890,945,6835,5890,945,6835,5890,945,6835,650,5000,1962,1,2,1,0,1,Condominium,condo_unit,5544,0.145414,806,0,2 LE MOYNE PKY 1S,OAK PARK,60302,2025
16051060341003,2025,299,27,Oak Park,27030,7182,1152,8334,7182,1152,8334,7182,1152,8334,1000,5000,1962,1,2,1,0,1,Condominium,condo_unit,5544,0.177298,983,0,2 LE MOYNE PKY 2N,OAK PARK,60302,2025
16051060341004,2025,299,27,Oak Park,27030,7176,1152,8328,7176,1152,8328,7176,1152,8328,800,5000,1962,1,2,1,0,1,Condominium,condo_unit,5544,0.177149,982,0,2 LE MOYNE PKY 2S,OAK PARK,60302,2025
16051060341005,2025,299,27,Oak Park,27030,7178,1152,8330,7178,1152,8330,7178,1152,8330,1000,5000,1962,1,2,1,0,1,Condominium,condo_unit,5544,0.1772,982,0,2 LE MOYNE PKY 3N,OAK PARK,60302,2025
16051060341006,2025,299,27,Oak Park,27030,7182,1153,8335,7182,1153,8335,7182,1153,8335,650,5000,1962,1,2,1,0,1,Condominium,condo_unit,5544,0.177312,983,0,2 LE MOYNE PKY 3S,OAK PARK,60302,2025
16051070010000,2025,206,27,Oak Park,27010,53080,8746,61826,53080,8746,61826,49351,8746,58097,2470,5735,1926,1,4,2,1,1,2 Story,improvement,,,,,1140 EDMER AVE,OAK PARK,60302,2025
16051070020000,2025,205,27,Oak Park,27010,38510,8296,46806,38510,8296,46806,38510,8296,46806,1730,5440,1930,1,4,1,1,1,2 Story,improvement,,,,,1136 EDMER AVE,OAK PARK,60302,2025
16051070030000,2025,204,27,Oak Park,27010,36513,8296,44809,36513,8296,44809,36062,8296,44358,1804,5440,1926,1,4,1,2,1,1.5 Story,improvement,,,,,1132 EDMER AVE,OAK PARK,60302,2025
16051070040000,2025,206,27,Oak Park,27010,48109,8296,56405,48109,8296,56405,48109,8296,56405,2323,5440,1936,1,4,3,0,1,2 Story,improvement,,,,,1130 EDMER AVE,OAK PARK,60302,2025
16051070050000,2025,203,27,Oak Park,27010,37181,8296,45477,37181,8296,45477,37181,8296,45477,1753,5440,1927,1,3,2,0,1,1.5 Story,improvement,,,,,1126 EDMER AVE,OAK PARK,60302,2025
16051070060000,2025,204,27,Oak Park,27010,36098,8296,44394,36098,8296,44394,36098,8296,44394,1804,5440,1926,1,4,2,0,1,1.5 Story,improvement,,,,,1122 EDMER AVE,OAK PARK,60302,2025
16051070070000,2025,204,27,Oak Park,27010,38407,8296,46703,38407,8296,46703,38407,8296,46703,1804,5440,1926,1,4,2,0,1,1.5 Story,improvement,,,,,1120 EDMER AVE,OAK PARK,60302,2025
16051070080000,2025,205,27,Oak Park,27010,45630,10370,56000,45630,10370,56000,45630,10370,56000,2050,6800,1941,1,4,1,1,1,2 Story,improvement,,,,,1116 EDMER AVE,OAK PARK,60302,2025
16051070090000,2025,206,27,Oak Park,27010,47130,10370,57500,47130,10370,57500,47130,10370,57500,2325,6800,1937,1,4,2,0,1,2 Story,improvement,,,,,1112 EDMER AVE,OAK PARK,60302,2025
16051070100000,2025,278,27,Oak Park,27010,79630,10370,90000,79630,10370,90000,79630,10370,90000,3161,6800,2001,1,4,3,1,1,2 Story,improvement,,,,,1110 EDMER AVE,OAK PARK,60302,2025
16051070110000,2025,203,27,Oak Park,27010,29630,10370,40000,29630,10370,40000,29630,10370,40000,1160,6800,1951,1,3,1,2,1,1 Story,improvement,,,,,1106 EDMER AVE,OAK PARK,60302,2025
16051070120000,2025,203,27,Oak Park,27010,26893,8107,35000,26893,8107,35000,26893,8107,35000,1163,5316,1951,1,3,1,0,1,1 Story,improvement,,,,,1100 EDMER AVE,OAK PARK,60302,2025
16051070130000,2025,204,27,Oak Park,27010,41185,9765,50950,41185,9765,50950,41185,9765,50950,2048,6403,1925,1,5,2,1,1,1.5 Story,improvement,,,,,1141 N RIDGELAND AVE,OAK PARK,60302,2025
16051070140000,2025,204,27,Oak Park,27010,60275,13725,74000,60275,13725,74000,60275,13725,74000,2944,9000,1924,1,3,2,0,1,1.5 Story,improvement,,,,,1139 N RIDGELAND AVE,OAK PARK,60302,2025
16051070150000,2025,204,27,Oak Park,27010,56571,13725,70296,56571,13725,70296,56571,13725,70296,3048,9000,1926,1,4,2,1,1,1.5 Story,improvement,,,,,1131 N RIDGELAND AVE,OAK PARK,60302,2025
16051070160000,2025,204,27,Oak Park,27010,44642,9150,53792,44642,9150,53792,44642,9150,53792,2231,6000,1929,1,4,2,1,1,1.5 Story,improvement,,,,,1127 N RIDGELAND AVE,OAK PARK,60302,2025
16051070170000,2025,203,27,Oak Park,27010,30072,9150,39222,30072,9150,39222,30072,9150,39222,1289,6000,1953,1,3,1,0,1,1 Story,improvement,,,,,1123 N RIDGELAND AVE,OAK PARK,60302,2025
16051070180000,2025,204,27,Oak Park,27010,54842,9150,63992,54842,9150,63992,54842,9150,63992,3037,6000,1929,1,3,2,1,1,1.5 Story,improvement,,,,,1119 N RIDGELAND AVE,OAK PARK,60302,2025
16051070210000,2025,205,27,Oak Park,27010,44706,10294,55000,44706,10294,55000,37753,10294,48047,1696,6750,1951,1,3,2,0,1,2 Story,improvement,,,,,1111 N RIDGELAND AVE,OAK PARK,60302,2025
16051070220000,2025,203,27,Oak Park,27010,38930,10070,49000,38930,10070,49000,38930,10070,49000,1626,6603,1953,1,3,1,0,1,1 Story,improvement,,,,,1107 N RIDGELAND AVE,OAK PARK,60302,2025
16051070230000,2025,203,27,Oak Park,27010,44419,12581,57000,44419,12581,57000,44419,12581,57000,1632,8250,1950,1,3,2,0,1,1 Story,improvement,,,,,1101 N RIDGELAND AVE,OAK PARK,60302,2025
16051070240000,2025,241,27,Oak Park,27010,0,4575,4575,0,4575,4575,0,4575,4575,,,,,,,,,,,,,,,1117 N RIDGELAND AVE,OAK PARK,60302,2025
16051070250000,2025,203,27,Oak Park,27010,42988,16013,59001,42988,16013,59001,39751,16013,55764,1793,10500,1951,1,3,2,1,1,1 Story,improvement,,,,,1115 N RIDGELAND AVE,OAK PARK,60302,2025
16051080010000,2025,204,27,Oak Park,27030,45054,6946,52000,40204,6946,47150,40204,6946,47150,2468,5343,1927,1,3,2,1,1,1.5 Story,improvement,,,,,1138 N RIDGELAND AVE,OAK PARK,60302,2025
16051080020000,2025,206,27,Oak Park,27030,46500,6500,53000,46500,6500,53000,46500,6500,53000,2399,5000,1925,1,4,1,1,1,2 Story,improvement,,,,,1134 N RIDGELAND AVE,OAK PARK,60302,2025
16051080030000,2025,203,27,Oak Park,27030,23276,6500,29776,21879,6500,28379,21879,6500,28379,1100,5000,1924,1,3,1,0,1,1 Story,improvement,,,,,1132 N RIDGELAND AVE,OAK PARK,60302,2025
16051080040000,2025,203,27,Oak Park,27030,33500,6500,40000,33500,6500,40000,33500,6500,40000,1598,5000,1926,1,3,1,0,1,1.5 Story,improvement,,,,,1128 N RIDGELAND AVE,OAK PARK,60302,2025
16051080050000,2025,205,27,Oak Park,27030,41500,6500,48000,41500,6500,48000,41500,6500,48000,1710,5000,1925,1,3,2,1,1,2 Story,improvement,,,,,1122 N RIDGELAND AVE,OAK PARK,60302,2025
16051080060000,2025,205,27,Oak Park,27030,36500,6500,43000,36500,6500,43000,36500,6500,43000,1930,5000,1925,1,3,1,0,1,2 Story,improvement,,,,,1120 N RIDGELAND AVE,OAK PARK,60302,2025
16051080070000,2025,205,27,Oak Park,27030,26883,6500,33383,26883,6500,33383,26883,6500,33383,1236,5000,1926,1,3,1,1,1,2 Story,improvement,,,,,1118 N RIDGELAND AVE,OAK PARK,60302,2025
16051080080000,2025,206,27,Oak Park,27030,48654,8125,56779,48654,8125,56779,46949,8125,55074,2471,6250,1926,1,4,2,1,1,2 Story,improvement,,,,,1114 N RIDGELAND AVE,OAK PARK,60302,2025
16051080090000,2025,204,27,Oak Park,27030,37694,6500,44194,37694,6500,44194,37694,6500,44194,2268,5000,1925,1,5,1,0,1,1 Story,improvement,,,,,1112 N RIDGELAND AVE,OAK PARK,60302,2025
16051080100000,2025,203,27,Oak Park,27030,27714,6500,34214,27714,6500,34214,27714,6500,34214,1451,5000,1927,1,3,1,0,1,1 Story,improvement,,,,,1108 N RIDGELAND AVE,OAK PARK,60302,2025
16051080110000,2025,204,27,Oak Park,27030,37500,6500,44000,37500,6500,44000,37500,6500,44000,2156,5000,1925,1,4,2,1,1,1.5 Story,improvement,,,,,1104 N RIDGELAND AVE,OAK PARK,60302,2025
16051080120000,2025,204,27,Oak Park,27030,33045,6955,40000,33045,6955,40000,33045,6955,40000,1917,5350,1925,1,3,1,0,1,1.5 Story,improvement,,,,,1100 N RIDGELAND AVE,OAK PARK,60302,2025
16051080130000,2025,206,27,Oak Park,27030,44985,7015,52000,44985,7015,52000,44985,7015,52000,2296,5396,1924,1,4,1,1,1,2 Story,improvement,,,,,1137 N HARVEY AVE,OAK PARK,60302,2025
16051080140000,2025,206,27,Oak Park,27030,46364,6500,52864,46364,6500,52864,46364,6500,52864,2430,5000,1923,1,4,2,1,1,2 Story,improvement,,,,,1135 N HARVEY AVE,OAK PARK,60302,2025
16051080150000,2025,205,27,Oak Park,27030,33500,6500,40000,33500,6500,40000,33500,6500,40000,1624,5000,1924,1,3,1,0,1,2 Story,improvement,,,,,1133 N HARVEY AVE,OAK PARK,60302,2025
16051080160000,2025,204,27,Oak Park,27030,36500,6500,43000,36500,6500,43000,36500,6500,43000,1857,5000,1924,1,3,2,0,1,1.5 Story,improvement,,,,,1129 N HARVEY AVE,OAK PARK,60302,2025
16051080170000,2025,205,27,Oak Park,27030,35500,6500,42000,35500,6500,42000,35500,6500,42000,1583,5000,1921,1,3,1,1,1,2 Story,improvement,,,,,1125 N HARVEY AVE,OAK PARK,60302,2025
16051080180000,2025,205,27,Oak Park,27030,34500,6500,41000,34500,6500,41000,34500,6500,41000,1580,5000,1921,1,3,1,1,1,2 Story,improvement,,,,,1121 N HARVEY AVE,OAK PARK,60302,2025
16051080190000,2025,204,27,Oak Park,27030,30174,6500,36674,30174,6500,36674,30174,6500,36674,1809,5000,1926,1,4,2,0,1,1.5 Story,improvement,,,,,1119 N HARVEY AVE,OAK PARK,60302,2025
16051080200000,2025,203,27,Oak Park,27030,33170,5688,38858,33170,5688,38858,33170,5688,38858,1764,4375,1924,1,5,2,1,1,1.5 Story,improvement,,,,,1117 N HARVEY AVE,OAK PARK,60302,2025
16051080210000,2025,203,27,Oak Park,27030,31313,5688,37001,31313,5688,37001,28270,5688,33958,1484,4375,1925,1,3,1,1,1,1.5 Story,improvement,,,,,1115 N HARVEY AVE,OAK PARK,60302,2025
16051080220000,2025,203,27,Oak Park,27030,31313,5688,37001,31313,5688,37001,31313,5688,37001,1777,4375,1925,1,3,1,0,1,1.5 Story,improvement,,,,,1111 N HARVEY AVE,OAK PARK,60302,2025
16051080230000,2025,203,27,Oak Park,27030,30313,5688,36001,30313,5688,36001,30313,5688,36001,1326,4375,1924,1,3,1,0,1,1 Story,improvement,,,,,1107 N HARVEY AVE,OAK PARK,60302,2025
16051080240000,2025,205,27,Oak Park,27030,36313,5688,42001,36313,5688,42001,36313,5688,42001,1864,4375,1924,1,3,1,2,1,2 Story,improvement,,,,,1105 N HARVEY AVE,OAK PARK,60302,2025
16051080250000,2025,205,27,Oak Park,27030,41456,6143,47599,41456,6143,47599,41456,6143,47599,1699,4725,1929,1,4,2,1,1,2 Story,improvement,,,,,1101 N HARVEY AVE,OAK PARK,60302,2025
16051090010000,2025,205,27,Oak Park,27030,43804,6196,50000,43804,6196,50000,43804,6196,50000,1784,4766,1922,1,3,2,1,1,2 Story,improvement,,,,,221 LE MOYNE PKY,OAK PARK,60302,2025
16051090020000,2025,204,27,Oak Park,27030,36313,5688,42001,36313,5688,42001,36313,5688,42001,2076,4375,1923,1,4,1,0,1,1.5 Story,improvement,,,,,217 LE MOYNE PKY,OAK PARK,60302,2025
16051090030000,2025,204,27,Oak Park,27030,37313,5688,43001,37313,5688,43001,34225,5688,39913,2005,4375,1924,1,4,2,0,1,1.5 Story,improvement,,,,,215 LE MOYNE PKY,OAK PARK,60302,2025
16051090040000,2025,206,27,Oak Park,27030,51013,5688,56701,51013,5688,56701,51013,5688,56701,2865,4375,1923,1,4,2,1,1,2 Story,improvement,,,,,213 LE MOYNE PKY,OAK PARK,60302,2025
16051090050000,2025,205,27,Oak Park,27030,36313,5688,42001,36313,5688,42001,36313,5688,42001,1768,4375,1920,1,3,2,1,1,2 Story,improvement,,,,,209 LE MOYNE PKY,OAK PARK,60302,2025
16051090060000,2025,205,27,Oak Park,27030,29313,5688,35001,29313,5688,35001,29313,5688,35001,1460,4375,1927,1,3,1,0,1,2 Story,improvement,,,,,207 LE MOYNE PKY,OAK PARK,60302,2025
16051090070000,2025,203,27,Oak Park,27030,32016,5688,37704,32016,5688,37704,32016,5688,37704,1574,4375,1924,1,3,1,0,1,1.5 Story,improvement,,,,,205 LE MOYNE PKY,OAK PARK,60302,2025
16051090080000,2025,204,27,Oak Park,27030,35500,6500,42000,35500,6500,42000,35500,6500,42000,2112,5000,1930,1,3,1,1,1,1.5 Story,improvement,,,,,201 LE MOYNE PKY,OAK PARK,60302,2025
16051090090000,2025,205,27,Oak Park,27030,26318,5226,31544,26318,5226,31544,26318,5226,31544,1276,4020,1924,1,3,1,0,1,2 Story,improvement,,,,,1126 N HARVEY AVE,OAK PARK,60302,2025
16051090100000,2025,205,27,Oak Park,27030,29646,5304,34950,29646,5304,34950,29646,5304,34950,1240,4080,1920,1,3,1,1,1,2 Story,improvement,,,,,1124 N HARVEY AVE,OAK PARK,60302,2025
16051090110000,2025,205,27,Oak Park,27030,31696,5304,37000,31696,5304,37000,31696,5304,37000,1695,4080,1920,1,4,1,0,1,2 Story,improvement,,,,,1122 N HARVEY AVE,OAK PARK,60302,2025
16051090120000,2025,205,27,Oak Park,27030,32462,5304,37766,32462,5304,37766,32462,5304,37766,1735,4080,1921,1,4,1,1,1,2 Story,improvement,,,,,1120 N HARVEY AVE,OAK PARK,60302,2025
