stop_type,agency,stop_id,stop_code,stop_name,stop_desc,latitude,longitude,in_oak_park,routes,route_names,weekday_trips,weekday_date,wheelchair_boarding,pace_shelter_2015,pace_shelter_type,pace_shelter_corner,cmap_sheltered_2024,cmap_trvi,cmap_trvi_category,cmap_mean_svi_norm,cmap_mean_no_vehicle_norm,cmap_match_m,apc_ons,apc_offs,apc_total,apc_routes,apc_match_m,village_2019_stop,village_2019_routes,source
rail_station,CTA,40010,,Austin (Blue),,41.870851,-87.776812,Y,Blue Line,Blue Line,348,2026-09-09,2,,,,,,,,,,,,,,,,,CTA GTFS
rail_station,CTA,40980,,Harlem (Blue - Forest Park Branch),,41.87349,-87.806961,N,Blue Line,Blue Line,348,2026-09-09,2,,,,,,,,,,,,,,,,,CTA GTFS
rail_station,CTA,40180,,Oak Park (Blue),,41.872108,-87.791602,Y,Blue Line,Blue Line,348,2026-09-09,2,,,,,,,,,,,,,,,,,CTA GTFS
rail_station,CTA,41260,,Austin (Green),,41.887293,-87.774135,N,Green Line,Green Line,256,2026-09-09,2,,,,,,,,,,,,,,,,,CTA GTFS
rail_station,CTA,40020,,Harlem/Lake,,41.886848,-87.803176,Y,Green Line,Green Line,256,2026-09-09,1,,,,,,,,,,,,,,,,,CTA GTFS
rail_station,CTA,41350,,Oak Park (Green),,41.886988,-87.793783,Y,Green Line,Green Line,256,2026-09-09,2,,,,,,,,,,,,,,,,,CTA GTFS
rail_station,CTA,40610,,Ridgeland,,41.887159,-87.783661,Y,Green Line,Green Line,256,2026-09-09,2,,,,,,,,,,,,,,,,,CTA GTFS
rail_station,Metra,VOP-847,,Oak Park Metra Station,1115 North Blvd,41.8871503,-87.8022307,Y,UP-W,Union Pacific West Line,,,,,,,,,,,,,,,,,,,,Village GIS layer 1 (Metra Train Station)
bus_stop,CTA,1,1,Jackson & Austin Terminal,"Jackson & Austin Terminal, Northeastbound, Bus Terminal",41.8763297,-87.7741106,N,126,Jackson,142,2026-09-09,1,,,,Unsheltered,1.778,Medium (1.6-2.0),0.3371,0.0335,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,14800,14800,Madison & Austin,"Madison & Austin, Westbound, Northeast Corner",41.8802059,-87.7744941,N,20,Madison,149,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.4467,0.1394,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,386,386,Madison & Austin Terminal,"Madison & Austin Terminal, Southbound, Bus Terminal",41.8803208,-87.7740488,N,20,Madison,323,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.4467,0.1394,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,510,510,Chicago & Austin Terminal,"Chicago & Austin Terminal, Southbound, Bus Terminal",41.8949334,-87.774849,N,66,Chicago,436,2026-09-09,1,,,,Sheltered,2.333,High (2.1-2.5),0.4387,0.138,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,1970,1970,Division & Austin Terminal,"Division & Austin Terminal, Southeastbound, Bus Terminal",41.9018059,-87.7750149,N,70,Division,213,2026-09-09,1,,,,Sheltered,2.222,High (2.1-2.5),0.394,0.0554,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11723,11723,Lake Street & Cuyler (Green Line),"Lake Street & Cuyler (Green Line), Eastbound, Southside of the Street",41.8881188,-87.7829857,Y,86,Narragansett/Ridgeland,100,2026-09-09,1,,,,Sheltered,1.778,Medium (1.6-2.0),0.2604,0.0668,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11724,11724,Lake Street & Lombard,"Lake Street & Lombard, Eastbound, Southwest Corner",41.8880352,-87.7798784,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Sheltered,1.889,Medium (1.6-2.0),0.3274,0.1018,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11722,11722,Lake Street & Ridgeland,"Lake Street & Ridgeland, Eastbound, Southeast Corner",41.8881658,-87.7844814,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.889,Medium (1.6-2.0),0.2604,0.0668,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11716,11716,Ridgeland & Augusta,"Ridgeland & Augusta, Southbound, Northwest Corner",41.8983109,-87.7850325,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.556,Medium (1.6-2.0),0.1709,0.0372,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11732,11732,Ridgeland & Augusta,"Ridgeland & Augusta, Northbound, Southeast Corner",41.8981059,-87.7848068,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1847,0.0397,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11713,11713,Ridgeland & Berkshire,"Ridgeland & Berkshire, Southbound, Northwest Corner",41.9038849,-87.7842329,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1155,0.0202,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11735,11735,Ridgeland & Berkshire,"Ridgeland & Berkshire, Northbound, Southeast Corner",41.9037656,-87.784062,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1155,0.0202,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11718,11718,Ridgeland & Chicago,"Ridgeland & Chicago, Southbound, Northwest Corner",41.8946955,-87.7849986,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Sheltered,1.556,Medium (1.6-2.0),0.1847,0.0397,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11730,11730,Ridgeland & Chicago,"Ridgeland & Chicago, Northbound, Southeast Corner",41.8944481,-87.7847795,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1847,0.0397,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11714,11714,Ridgeland & Division,"Ridgeland & Division, Southbound, Northwest Corner",41.9019422,-87.7848759,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.333,Low (1.0-1.5),0.1155,0.0202,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11734,11734,Ridgeland & Division,"Ridgeland & Division, Northbound, Southeast Corner",41.9017712,-87.7846726,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.333,Low (1.0-1.5),0.1155,0.0202,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11720,11720,Ridgeland & Erie,"Ridgeland & Erie, Southbound, Northwest Corner",41.8917978,-87.7848812,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.2144,0.0471,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11728,11728,Ridgeland & Erie,"Ridgeland & Erie, Northbound, Southeast Corner",41.8917059,-87.7847078,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.2144,0.0471,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11717,11717,Ridgeland & Iowa,"Ridgeland & Iowa, Southbound, Northwest Corner",41.896494,-87.7850564,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.556,Medium (1.6-2.0),0.1847,0.0397,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11731,11731,Ridgeland & Iowa,"Ridgeland & Iowa, Northbound, Southeast Corner",41.8963058,-87.7848078,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1847,0.0397,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11726,11726,Ridgeland & Lake,"Ridgeland & Lake, Northbound, Southeast Corner",41.8881149,-87.7845046,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.889,Medium (1.6-2.0),0.2604,0.0668,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11721,11721,Ridgeland & Ontario,"Ridgeland & Ontario, Southbound, Northwest Corner",41.8904844,-87.7848116,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.778,Medium (1.6-2.0),0.2604,0.0668,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11727,11727,Ridgeland & Ontario,"Ridgeland & Ontario, Northbound, Southeast Corner",41.8902781,-87.7845954,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.778,Medium (1.6-2.0),0.2604,0.0668,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11719,11719,Ridgeland & Superior,"Ridgeland & Superior, Southbound, Northwest Corner",41.8931851,-87.78495,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1847,0.0397,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11729,11729,Ridgeland & Superior,"Ridgeland & Superior, Northbound, Southeast Corner",41.8931058,-87.7847068,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1847,0.0397,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11715,11715,Ridgeland & Thomas,"Ridgeland & Thomas, Southbound, Northwest Corner",41.8999774,-87.7851262,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.556,Medium (1.6-2.0),0.1709,0.0372,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11733,11733,Ridgeland & Thomas,"Ridgeland & Thomas, Northbound, Southeast Corner",41.8998069,-87.784971,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Unsheltered,1.556,Medium (1.6-2.0),0.1709,0.0372,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,11725,11725,South Blvd & Ridgeland,"South Blvd & Ridgeland, Westbound, Northeast Corner",41.887171,-87.7844021,Y,86,Narragansett/Ridgeland,50,2026-09-09,1,,,,Sheltered,1.778,Medium (1.6-2.0),0.2604,0.0668,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15732,15732,Harlem & Augusta,"Harlem & Augusta, Southbound, Northwest Corner",41.898003,-87.8055493,N,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.333,Low (1.0-1.5),0.1304,0.0256,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,18379,18379,Harlem & Augusta,"Harlem & Augusta, Northbound, Northeast Corner",41.8980015,-87.8052133,Y,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1304,0.0256,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15707,15707,Harlem & Berkshire,"Harlem & Berkshire, Northbound, Southeast Corner",41.9032153,-87.8053334,Y,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.333,Low (1.0-1.5),0.1304,0.0256,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15729,15729,Harlem & Berkshire,"Harlem & Berkshire, Southbound, Westside of the Street",41.9034711,-87.8057912,N,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.333,Low (1.0-1.5),0.1304,0.0256,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15702,15702,Harlem & Chicago,"Harlem & Chicago, Northbound, Southeast Corner",41.8941614,-87.8050789,Y,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1823,0.0667,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15734,15734,Harlem & Chicago,"Harlem & Chicago, Southbound, Northwest Corner",41.89431,-87.8054203,N,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1823,0.0667,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15706,15706,Harlem & Division,"Harlem & Division, Northbound, Southeast Corner",41.901427,-87.8053183,Y,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1304,0.0256,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15730,15730,Harlem & Division,"Harlem & Division, Southbound, Northwest Corner",41.9016602,-87.8056786,N,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.333,Low (1.0-1.5),0.1304,0.0256,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15733,15733,Harlem & Iowa,"Harlem & Iowa, Southbound, Northwest Corner",41.8962404,-87.8055957,N,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.333,Low (1.0-1.5),0.1466,0.0271,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15700,15700,Harlem & Lake,"Harlem & Lake, Northbound, Northeast Corner",41.888836,-87.8049507,Y,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.667,Medium (1.6-2.0),0.2386,0.0952,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15737,15737,Harlem & Lake,"Harlem & Lake, Southbound, Northwest Corner",41.8886875,-87.8052753,N,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.667,Medium (1.6-2.0),0.2386,0.0952,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15735,15735,Harlem & Oak,"Harlem & Oak, Southbound, Northwest Corner",41.8923761,-87.8052654,N,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1823,0.0667,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,17389,17389,Harlem & Ontario,"Harlem & Ontario, Northbound, Northeast Corner",41.8909649,-87.8050042,Y,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1823,0.0667,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15736,15736,Harlem & Quick,"Harlem & Quick, Southbound, Southwest Corner",41.8902503,-87.8052402,N,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.556,Medium (1.6-2.0),0.2386,0.0952,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15703,15703,Harlem & Schneider,"Harlem & Schneider, Northbound, Southeast Corner",41.8961957,-87.805122,Y,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1466,0.0271,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15701,15701,Harlem & Superior,"Harlem & Superior, Northbound, Southeast Corner",41.892887,-87.8049997,Y,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1823,0.0667,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15705,15705,Harlem & Thomas,"Harlem & Thomas, Northbound, Southeast Corner",41.8995939,-87.8052735,Y,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.444,Low (1.0-1.5),0.1304,0.0256,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15731,15731,Harlem & Thomas,"Harlem & Thomas, Southbound, Northwest Corner",41.8998973,-87.8056612,N,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.333,Low (1.0-1.5),0.1304,0.0256,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15784,15784,Harlem/Lake Green Line Station,"Harlem/Lake Green Line Station, Westbound, Northside of the Street",41.8867671,-87.8032006,Y,90,Harlem,132,2026-09-09,1,,,,Unsheltered,1.667,Medium (1.6-2.0),0.2626,0.1032,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,14226,14226,North Blvd & Harlem (Green Line),"North Blvd & Harlem (Green Line), Eastbound, Southside of the Street",41.8870719,-87.8040947,Y,90,Harlem,66,2026-09-09,1,,,,Unsheltered,1.778,Medium (1.6-2.0),0.2626,0.1032,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,16063,16063,South Blvd & Harlem,"South Blvd & Harlem, Westbound, Northeast Corner",41.8867233,-87.8045024,Y,90,Harlem,66,2026-09-09,1,,,,Sheltered,1.778,Medium (1.6-2.0),0.2626,0.1032,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9608,9608,Austin & Adams,"Austin & Adams, Southbound, Westside of the Street",41.8776789,-87.7746188,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.222,High (2.1-2.5),0.4467,0.1394,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9624,9624,Austin & Adams,"Austin & Adams, Northbound, Northeast Corner",41.8777878,-87.7744708,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.222,High (2.1-2.5),0.4467,0.1394,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9595,9595,Austin & Augusta,"Austin & Augusta, Southbound, Southwest Corner",41.8982399,-87.7753296,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.4387,0.138,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9636,9636,Austin & Augusta,"Austin & Augusta, Northbound, Northeast Corner",41.898513,-87.7751817,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,1.889,Medium (1.6-2.0),0.3798,0.0636,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9592,9592,Austin & Berkshire/Potomac,"Austin & Berkshire/Potomac, Southbound, Southwest Corner",41.9036991,-87.7754985,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.394,0.0554,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9639,9639,Austin & Berkshire/Potomac,"Austin & Berkshire/Potomac, Northbound, Northeast Corner",41.9039494,-87.7753561,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.394,0.0554,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9634,9634,Austin & Chicago,"Austin & Chicago, Northbound, Northeast Corner",41.8949438,-87.7750492,N,91,Austin,77,2026-09-09,1,,,,Sheltered,2.333,High (2.1-2.5),0.4387,0.138,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15167,15167,Austin & Chicago,"Austin & Chicago, Southbound, Northwest Corner",41.894811,-87.7752505,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.4387,0.138,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9603,9603,Austin & Corcoran/South Blvd (Green Line),"Austin & Corcoran/South Blvd (Green Line), Southbound, Southwest Corner",41.8869226,-87.7749598,Y,91,Austin,77,2026-09-09,1,,,,Sheltered,2.222,High (2.1-2.5),0.493,0.2254,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9629,9629,Austin & Corcoran/South Blvd (Green Line),"Austin & Corcoran/South Blvd (Green Line), Northbound, Southeast Corner",41.8869878,-87.7747858,N,91,Austin,77,2026-09-09,1,,,,Sheltered,2.222,High (2.1-2.5),0.493,0.2254,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9593,9593,Austin & Division,"Austin & Division, Southbound, Southwest Corner",41.9018295,-87.7754503,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.222,High (2.1-2.5),0.394,0.0554,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9638,9638,Austin & Division,"Austin & Division, Northbound, Southeast Corner",41.901907,-87.7752754,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.222,High (2.1-2.5),0.394,0.0554,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9600,9600,Austin & Erie,"Austin & Erie, Southbound, Southwest Corner",41.8917435,-87.77514,Y,91,Austin,77,2026-09-09,1,,,,Sheltered,2.333,High (2.1-2.5),0.5432,0.1757,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9632,9632,Austin & Erie,"Austin & Erie, Northbound, Southeast Corner",41.8917938,-87.7749638,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.5432,0.1757,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9604,9604,Austin & Fulton/Pleasant,"Austin & Fulton/Pleasant, Southbound, Southwest Corner",41.8853778,-87.7749085,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.222,High (2.1-2.5),0.493,0.2254,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9628,9628,Austin & Fulton/Pleasant,"Austin & Fulton/Pleasant, Northbound, Northeast Corner",41.8856859,-87.7747587,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.222,High (2.1-2.5),0.493,0.2254,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9611,9611,Austin & Harrison,"Austin & Harrison, Southbound, Southwest Corner",41.8726788,-87.7744501,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.111,High (2.1-2.5),0.3834,0.0497,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9621,9621,Austin & Harrison,"Austin & Harrison, Northbound, Eastside of the Street",41.8726923,-87.7742745,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.111,High (2.1-2.5),0.3834,0.0497,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9596,9596,Austin & Iowa,"Austin & Iowa, Southbound, Westside of the Street",41.8964892,-87.7752734,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.4387,0.138,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9635,9635,Austin & Iowa,"Austin & Iowa, Northbound, Northeast Corner",41.896656,-87.7751243,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.4387,0.138,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9609,9609,Austin & Jackson,"Austin & Jackson, Southbound, Southwest Corner",41.8763506,-87.7745448,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,1.778,Medium (1.6-2.0),0.3371,0.0335,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9623,9623,Austin & Jackson,"Austin & Jackson, Northbound, Northeast Corner",41.8765369,-87.7744418,N,91,Austin,77,2026-09-09,1,,,,Sheltered,2.111,High (2.1-2.5),0.4117,0.0376,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9602,9602,Austin & Lake,"Austin & Lake, Southbound, Northwest Corner",41.8881127,-87.7750188,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.493,0.2254,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9630,9630,Austin & Lake,"Austin & Lake, Northbound, Northeast Corner",41.8881796,-87.7748352,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.493,0.2254,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9607,9607,Austin & Madison,"Austin & Madison, Southbound, Southwest Corner",41.8798799,-87.7747473,Y,91,Austin,77,2026-09-09,1,,,,Sheltered,2.333,High (2.1-2.5),0.4467,0.1394,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9625,9625,Austin & Madison,"Austin & Madison, Northbound, Northeast Corner",41.880355,-87.7745829,N,91,Austin,77,2026-09-09,1,,,,Sheltered,2.333,High (2.1-2.5),0.4467,0.1394,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9599,9599,Austin & Ontario/Race,"Austin & Ontario/Race, Southbound, Southwest Corner",41.8904181,-87.7750775,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.493,0.2254,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9631,9631,Austin & Race/Ontario,"Austin & Race/Ontario, Northbound, Northeast Corner",41.8901232,-87.7749137,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.493,0.2254,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9620,9620,Austin & Railroad Ave (Blue Line),"Austin & Railroad Ave (Blue Line), Northbound, Southeast Corner",41.8703298,-87.7742378,N,91,Austin,77,2026-09-09,1,,,,Sheltered,2.222,High (2.1-2.5),0.3834,0.0497,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9637,9637,Austin & Thomas,"Austin & Thomas, Northbound, Northeast Corner",41.9002783,-87.7752372,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.222,High (2.1-2.5),0.394,0.0554,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,15828,15828,Austin & Thomas,"Austin & Thomas, Southbound, Northwest Corner",41.9002959,-87.775385,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.222,High (2.1-2.5),0.394,0.0554,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9622,9622,Austin & Van Buren,"Austin & Van Buren, Northbound, Eastside of the Street",41.8746114,-87.7743744,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.111,High (2.1-2.5),0.3371,0.0335,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,17984,17984,Austin & Van Buren,"Austin & Van Buren, Southbound, Northwest Corner",41.8747144,-87.7745524,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.111,High (2.1-2.5),0.3371,0.0335,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9606,9606,Austin & Washington,"Austin & Washington, Southbound, Southwest Corner",41.8818759,-87.7748178,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.4467,0.1394,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9626,9626,Austin & Washington,"Austin & Washington, Northbound, Northeast Corner",41.8822046,-87.7745735,N,91,Austin,77,2026-09-09,1,,,,Sheltered,2.333,High (2.1-2.5),0.4467,0.1394,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9605,9605,Austin & West End/Randolph,"Austin & West End/Randolph, Southbound, Westside of the Street",41.8838498,-87.7748358,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.493,0.2254,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9627,9627,Austin & West End/Randolph,"Austin & West End/Randolph, Northbound, Northeast Corner",41.8840837,-87.7746804,N,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.333,High (2.1-2.5),0.493,0.2254,1.0,,,,,,,,CTA GTFS
bus_stop,CTA,9612,9612,Austin Blue Line Station,"Austin Blue Line Station, Southbound, Westside of the Street",41.8711098,-87.7743717,Y,91,Austin,77,2026-09-09,1,,,,Unsheltered,2.222,High (2.1-2.5),0.3834,0.0497,1.0,,,,,,,,CTA GTFS
bus_stop,Pace,307n0250,8673,Harlem Ave & Garfield St/Harrison St,,41.8719161,-87.8044018,Y,307,Harlem,65,2026-09-09,,N,,,Unsheltered,1.889,Medium (1.6-2.0),0.1948,0.0543,1.0,21,88,109,307,0.1,Y,307,Pace GTFS
bus_stop,Pace,307s0250,8747,Harlem Ave & Harlem CTA Station,,41.8733031,-87.804615,N,307,Harlem,66,2026-09-09,,N,,,Unsheltered,1.889,Medium (1.6-2.0),0.1948,0.0543,1.0,108,28,136,307,0.0,Y,307,Pace GTFS
bus_stop,Pace,307s0255,8748,Harlem Ave & Harrison St/Garfield St,,41.8721148,-87.8045365,N,307,Harlem,66,2026-09-09,,N,,,Unsheltered,1.889,Medium (1.6-2.0),0.1948,0.0543,1.0,21,12,33,307,0.1,Y,307,Pace GTFS
bus_stop,Pace,307n0255,8674,Harlem Ave & Jackson Blvd,,41.8758351,-87.8045186,Y,307,Harlem,65,2026-09-09,,N,,,Unsheltered,1.556,Medium (1.6-2.0),0.1948,0.0543,1.0,6,10,16,307,0.1,Y,307,Pace GTFS
bus_stop,Pace,307s0245,8746,Harlem Ave & Jackson Blvd,,41.8761503,-87.8046796,N,307,Harlem,66,2026-09-09,,N,,,Unsheltered,1.667,Medium (1.6-2.0),0.2218,0.0746,1.0,10,6,16,307,0.1,Y,307,Pace GTFS
bus_stop,Pace,307n0245,8672,Harlem Ave & Lexington St,,41.8701978,-87.8043571,Y,307,Harlem,65,2026-09-09,,N,,,Unsheltered,1.889,Medium (1.6-2.0),0.1948,0.0543,1.0,,,,,,Y,307,Pace GTFS
